id,text,subject,createdAt,updatedAt,PostId,CommenterId
170,"Your comment raises an important point about fairness in taxation. Wealthy individuals, who often benefit more from economic policies, can contribute more to social programs that benefit the broader community. It's about ensuring a balanced tax system where those with more capacity to contribute do so, supporting equitable access to essential services and reducing societal disparities.",4,2024-06-14 01:40:20.628000+00:00,2024-06-14 01:40:20.632000+00:00,1487,264
171,"It's great to see discussions about GMOs! Your point about GMO foods being as healthful and safe as their non-GMO counterparts is supported by a significant body of scientific research. Organizations like the World Health Organization (WHO), the American Medical Association (AMA), and the National Academy of Sciences (NAS) have all stated that GMO foods are safe to eat and nutritionally comparable to non-GMO foods.",4,2024-06-14 03:51:14.371000+00:00,2024-06-14 03:51:14.378000+00:00,1620,236
172,"Absolutely, the advancements in GMO technology are exciting! Enhanced disease resistance and nutrient content can significantly benefit both our health and the environment. It's great to see progress towards more sustainable and nutritious food systems.",4,2024-06-14 03:53:37.017000+00:00,2024-06-14 03:53:37.022000+00:00,1664,236
173,Totally agree! GMO advancements are promising for both health and the environment. It's exciting to see how these innovations can lead to more resilient and nutritious crops. The future of agriculture looks bright!,4,2024-06-14 04:16:10.743000+00:00,2024-06-14 04:16:10.749000+00:00,1651,236
174,"This is an important topic! A 2% wealth tax could greatly help fund public services and reduce economic inequality. It's crucial to weigh the potential benefits against any economic risks. Let's explore how it can be implemented effectively.

",3,2024-06-14 04:52:37.858000+00:00,2024-06-14 04:52:37.866000+00:00,1569,236
175,"yes, really",3,2024-06-14 13:08:11.742000+00:00,2024-06-14 13:08:11.749000+00:00,1475,229
176,but it is not a threat now a days very common like other infections.,0,2024-06-14 13:22:15.022000+00:00,2024-06-14 13:22:15.026000+00:00,1151,247
189,Yes exactly right is very negative,3,2024-06-14 14:50:36.650000+00:00,2024-06-14 14:50:36.654000+00:00,880,324
177,yes really it make unbalance in economic policy.,3,2024-06-14 13:25:26.025000+00:00,2024-06-14 13:25:26.030000+00:00,1257,23
178,Very beautiful and suggestive image!,4,2024-06-14 13:36:59.327000+00:00,2024-06-14 13:36:59.334000+00:00,1607,301
179,"Thank you for your kind words! 🌟 I completely agree—GMOs are pivotal in advancing agriculture, ensuring food security, and promoting sustainability. Their benefits in increasing crop yields and reducing pest issues are truly remarkable. 🌱🍅",4,2024-06-14 13:53:22.346000+00:00,2024-06-14 13:53:22.351000+00:00,1607,236
190,Yes its different breeds is more important,4,2024-06-14 14:53:28.388000+00:00,2024-06-14 14:53:28.394000+00:00,332,291
180,It is about a government involved to the maximum and fully responsible! Sorry nwinemiller31 because I thought for a moment that you were a bot and I reported you!,0,2024-06-14 13:56:18.270000+00:00,2024-06-14 13:56:18.276000+00:00,1659,301
181,"I have had medicare since I was born, but I have never benefited from it! When I had a tooth removed at the emergency room, I paid $600 from my pocket.",2,2024-06-14 14:01:25.999000+00:00,2024-06-14 14:01:26.004000+00:00,1575,301
196,"I think it is the freedom. those born in the US seem to assume everywhere else has the same right, but it isn't uncommon to hear stories of cops in another country arresting someone for words or even social media posts, something that would bascially never happen in America.",0,2024-06-14 16:23:56.820000+00:00,2024-06-14 16:23:56.825000+00:00,1570,3
182,Yes I also faced criticism ,3,2024-06-14 14:41:14.285000+00:00,2024-06-14 14:41:14.290000+00:00,1484,101
191,I know the correct answer!,0,2024-06-14 15:15:27.155000+00:00,2024-06-14 15:15:27.160000+00:00,1714,301
183,yah its good,4,2024-06-14 14:41:14.992000+00:00,2024-06-14 14:41:15.001000+00:00,1530,328
184,Yah exactly right,3,2024-06-14 14:41:22.834000+00:00,2024-06-14 14:41:22.843000+00:00,945,290
185,yes i can generate rebuild America,3,2024-06-14 14:45:00.913000+00:00,2024-06-14 14:45:00.918000+00:00,746,292
192,"By mistake I gave a ""like"" to my own post! Have you ever experienced this?",2,2024-06-14 15:38:46.358000+00:00,2024-06-14 15:38:46.363000+00:00,1565,301
186,i also trust this type of concept,2,2024-06-14 14:45:16.408000+00:00,2024-06-14 14:45:16.412000+00:00,58,299
187,yes its reduce inequality and fund public services its very useful ,3,2024-06-14 14:48:18.794000+00:00,2024-06-14 14:48:18.798000+00:00,1444,106
188,"Absolutely. Having Medicare for All could potentially alleviate situations like the one you experienced. It aims to ensure that essential healthcare services, including emergencies, are covered without unexpected out-of-pocket costs. This could provide peace of mind for many families, knowing they won't face financial hardship during medical emergencies. Universal healthcare could truly be a game-changer, offering reliable access to care when we need it most. Here's hoping for a future where healthcare is accessible and affordable for everyone.
My mother had surgery in her neck bone. I claimed the amount through medicare. So i provide my opinion good only.",2,2024-06-14 14:49:41.148000+00:00,2024-06-14 14:49:41.153000+00:00,1575,264
197,Absolutely! It's important to recognize the rigorous testing and safety assessments that GMOs undergo before they reach the market. These measures ensure that GMOs are safe for both people and the environment. 🌱🔬,4,2024-06-14 16:29:16.541000+00:00,2024-06-14 16:29:16.545000+00:00,1607,236
193,Yeah growing GMO crops is more efficient and easier than non-GMO.,4,2024-06-14 16:09:11.345000+00:00,2024-06-14 16:09:11.350000+00:00,1608,3
194,"Yeah, It amazes me how people think GMOs are untested and just tossed out without checking how safe they are for people and the land.",4,2024-06-14 16:12:11.236000+00:00,2024-06-14 16:12:11.244000+00:00,1607,3
199,"Many countries saw the coronavirus spread quickly because its very contagious, especially in crowded places. People traveling around the world helped it spread fast. The World Health Organization keeps track of it to help stop it.",0,2024-06-14 20:35:40.419000+00:00,2024-06-14 20:35:40.425000+00:00,1714,5
195,"I'm definitely for them, the negatives are unproven and unsubstantiated and it is well documented that they increase yields and decrease chemical usage compared to non-GMO crops. Frankly I don't think modern society would be able to feed itself without the,.",4,2024-06-14 16:21:37.710000+00:00,2024-06-14 16:21:37.718000+00:00,1576,3
201,"Its normal to worry about future pandemics, but we have learned a lot from COVID-19. Let's hope for the best and keep talking in the years ahead.",0,2024-06-14 20:47:17.156000+00:00,2024-06-14 20:47:17.169000+00:00,1564,5
198,"Scientists find genes, change them, and insert them into organisms using vectors. These genes are then expressed, creating new traits. Successful cells are selected through screening, enabling the creation of organisms with desired characteristics.",4,2024-06-14 20:31:32.100000+00:00,2024-06-14 20:31:32.109000+00:00,1736,5
200,"Having Medicare helps with medical costs, but sickness can happen to anyone, rich or famous. Its important to take care of health regardless of insurance. Regular check-ups and quick treatment are important for everyone.",2,2024-06-14 20:42:23.712000+00:00,2024-06-14 20:42:23.717000+00:00,1565,5
203,"That's a great question! Scientists use advanced techniques like gene splicing and CRISPR to separate and edit genes. By doing this, they can introduce new traits, such as pest resistance or increased nutritional value, into crops. It's amazing what modern science can achieve! ",4,2024-06-15 00:01:10.222000+00:00,2024-06-15 00:01:10.234000+00:00,1736,236
202,"I hear your worries, but a small tax on the wealthiest can help make things fairer and fund important services. It's about everyone doing their part for society. Innovation can still happen with fair taxes in place.",3,2024-06-14 20:55:55.034000+00:00,2024-06-14 20:55:55.040000+00:00,1712,91
204,GMO crops has no adverse effect on environment.,4,2024-06-15 01:53:24.330000+00:00,2024-06-15 01:53:24.336000+00:00,1623,91
206,The govt definitely has done a great job to curb COVID-19 but I think it failed to support people in other way like financial crisis during the pandemic and also unemployment issue.,0,2024-06-15 02:17:25.557000+00:00,2024-06-15 02:17:25.569000+00:00,1642,5
205,Not only it can reduce income inequality but also benefit the nation's overall economy.,3,2024-06-15 02:04:02.817000+00:00,2024-06-15 02:04:02.825000+00:00,885,91
207,"Medicare for All could mean less money spent on healthcare for you. It might cover more medical services and lower what you pay out of your own pocket. It could also mean better healthcare, like check-ups and medicine.",2,2024-06-15 02:26:36.556000+00:00,2024-06-15 02:26:36.563000+00:00,1575,193
208,"The debate about Medicare and Medicaid centers on who should qualify for government healthcare and how much money should go into these programs. Some say Medicare should cover more services or people, while others want stricter rules to keep the programs affordable. Finding a balance is important for shaping healthcare policies that work well for everyone.",2,2024-06-15 02:36:05.147000+00:00,2024-06-15 02:36:05.161000+00:00,1560,193
