FollowerId,FollowingId,createdAt,updatedAt
343,326,2024-06-09 17:30:58.288430+00:00,2024-06-09 17:30:58.288430+00:00
343,381,2024-06-09 17:30:58.424096+00:00,2024-06-09 17:30:58.424096+00:00
343,134,2024-06-09 17:30:58.541131+00:00,2024-06-09 17:30:58.541131+00:00
343,93,2024-06-09 17:30:58.653138+00:00,2024-06-09 17:30:58.653138+00:00
343,278,2024-06-09 17:30:58.764813+00:00,2024-06-09 17:30:58.764813+00:00
343,137,2024-06-09 17:30:58.872028+00:00,2024-06-09 17:30:58.872028+00:00
178,343,2024-06-09 17:30:58.989784+00:00,2024-06-09 17:30:58.989784+00:00
133,343,2024-06-09 17:30:59.094064+00:00,2024-06-09 17:30:59.094064+00:00
87,343,2024-06-09 17:30:59.206909+00:00,2024-06-09 17:30:59.206909+00:00
99,271,2024-06-09 17:30:59.321509+00:00,2024-06-09 17:30:59.321509+00:00
99,245,2024-06-09 17:30:59.430972+00:00,2024-06-09 17:30:59.430972+00:00
315,99,2024-06-09 17:30:59.542138+00:00,2024-06-09 17:30:59.542138+00:00
101,367,2024-06-09 17:30:59.644891+00:00,2024-06-09 17:30:59.644891+00:00
395,101,2024-06-09 17:30:59.752651+00:00,2024-06-09 17:30:59.752651+00:00
105,182,2024-06-09 17:30:59.860657+00:00,2024-06-09 17:30:59.860657+00:00
289,105,2024-06-09 17:30:59.967390+00:00,2024-06-09 17:30:59.967390+00:00
106,215,2024-06-09 17:31:00.079628+00:00,2024-06-09 17:31:00.079628+00:00
86,106,2024-06-09 17:31:00.185701+00:00,2024-06-09 17:31:00.185701+00:00
113,159,2024-06-09 17:31:00.289932+00:00,2024-06-09 17:31:00.289932+00:00
372,113,2024-06-09 17:31:00.397105+00:00,2024-06-09 17:31:00.397105+00:00
114,39,2024-06-09 17:31:00.514276+00:00,2024-06-09 17:31:00.514276+00:00
114,21,2024-06-09 17:31:00.626657+00:00,2024-06-09 17:31:00.626657+00:00
14,114,2024-06-09 17:31:00.752005+00:00,2024-06-09 17:31:00.752005+00:00
115,368,2024-06-09 17:31:00.865958+00:00,2024-06-09 17:31:00.865958+00:00
217,115,2024-06-09 17:31:00.985851+00:00,2024-06-09 17:31:00.985851+00:00
117,278,2024-06-09 17:31:01.086688+00:00,2024-06-09 17:31:01.086688+00:00
252,117,2024-06-09 17:31:01.200284+00:00,2024-06-09 17:31:01.200284+00:00
214,117,2024-06-09 17:31:01.310935+00:00,2024-06-09 17:31:01.310935+00:00
255,117,2024-06-09 17:31:01.416323+00:00,2024-06-09 17:31:01.416323+00:00
60,117,2024-06-09 17:31:01.523977+00:00,2024-06-09 17:31:01.523977+00:00
372,117,2024-06-09 17:31:01.636933+00:00,2024-06-09 17:31:01.636933+00:00
280,117,2024-06-09 17:31:01.749141+00:00,2024-06-09 17:31:01.749141+00:00
91,117,2024-06-09 17:31:01.857083+00:00,2024-06-09 17:31:01.857083+00:00
181,117,2024-06-09 17:31:01.965891+00:00,2024-06-09 17:31:01.965891+00:00
118,165,2024-06-09 17:31:02.072398+00:00,2024-06-09 17:31:02.072398+00:00
118,315,2024-06-09 17:31:02.194197+00:00,2024-06-09 17:31:02.194197+00:00
118,286,2024-06-09 17:31:02.311572+00:00,2024-06-09 17:31:02.311572+00:00
118,236,2024-06-09 17:31:02.460012+00:00,2024-06-09 17:31:02.460012+00:00
118,185,2024-06-09 17:31:02.576038+00:00,2024-06-09 17:31:02.576038+00:00
118,150,2024-06-09 17:31:02.685737+00:00,2024-06-09 17:31:02.685737+00:00
118,159,2024-06-09 17:31:02.795444+00:00,2024-06-09 17:31:02.795444+00:00
118,212,2024-06-09 17:31:02.904830+00:00,2024-06-09 17:31:02.904830+00:00
118,349,2024-06-09 17:31:03.016400+00:00,2024-06-09 17:31:03.016400+00:00
118,359,2024-06-09 17:31:03.135052+00:00,2024-06-09 17:31:03.135052+00:00
118,238,2024-06-09 17:31:03.257361+00:00,2024-06-09 17:31:03.257361+00:00
118,79,2024-06-09 17:31:03.373989+00:00,2024-06-09 17:31:03.373989+00:00
118,363,2024-06-09 17:31:03.490884+00:00,2024-06-09 17:31:03.490884+00:00
118,335,2024-06-09 17:31:03.602676+00:00,2024-06-09 17:31:03.602676+00:00
118,277,2024-06-09 17:31:03.716496+00:00,2024-06-09 17:31:03.716496+00:00
83,118,2024-06-09 17:31:03.828523+00:00,2024-06-09 17:31:03.828523+00:00
121,402,2024-06-09 17:31:03.950763+00:00,2024-06-09 17:31:03.950763+00:00
225,121,2024-06-09 17:31:04.059102+00:00,2024-06-09 17:31:04.059102+00:00
122,355,2024-06-09 17:31:04.160103+00:00,2024-06-09 17:31:04.160103+00:00
122,251,2024-06-09 17:31:04.276468+00:00,2024-06-09 17:31:04.276468+00:00
122,212,2024-06-09 17:31:04.386327+00:00,2024-06-09 17:31:04.386327+00:00
41,122,2024-06-09 17:31:04.499984+00:00,2024-06-09 17:31:04.499984+00:00
124,374,2024-06-09 17:31:04.618441+00:00,2024-06-09 17:31:04.618441+00:00
346,124,2024-06-09 17:31:04.726590+00:00,2024-06-09 17:31:04.726590+00:00
126,372,2024-06-09 17:31:04.838466+00:00,2024-06-09 17:31:04.838466+00:00
126,404,2024-06-09 17:31:04.945866+00:00,2024-06-09 17:31:04.945866+00:00
210,126,2024-06-09 17:31:05.058863+00:00,2024-06-09 17:31:05.058863+00:00
127,358,2024-06-09 17:31:05.172417+00:00,2024-06-09 17:31:05.172417+00:00
376,127,2024-06-09 17:31:05.285198+00:00,2024-06-09 17:31:05.285198+00:00
129,86,2024-06-09 17:31:05.395500+00:00,2024-06-09 17:31:05.395500+00:00
129,394,2024-06-09 17:31:05.509540+00:00,2024-06-09 17:31:05.509540+00:00
404,129,2024-06-09 17:31:05.623373+00:00,2024-06-09 17:31:05.623373+00:00
133,84,2024-06-09 17:31:05.738463+00:00,2024-06-09 17:31:05.738463+00:00
133,358,2024-06-09 17:31:05.849827+00:00,2024-06-09 17:31:05.849827+00:00
353,133,2024-06-09 17:31:05.967171+00:00,2024-06-09 17:31:05.967171+00:00
8,133,2024-06-09 17:31:06.079483+00:00,2024-06-09 17:31:06.079483+00:00
134,180,2024-06-09 17:31:06.196825+00:00,2024-06-09 17:31:06.196825+00:00
134,256,2024-06-09 17:31:06.320910+00:00,2024-06-09 17:31:06.320910+00:00
191,134,2024-06-09 17:31:06.438984+00:00,2024-06-09 17:31:06.438984+00:00
135,396,2024-06-09 17:31:06.564326+00:00,2024-06-09 17:31:06.564326+00:00
68,135,2024-06-09 17:31:06.677548+00:00,2024-06-09 17:31:06.677548+00:00
136,333,2024-06-09 17:31:06.787066+00:00,2024-06-09 17:31:06.787066+00:00
136,10,2024-06-09 17:31:06.894136+00:00,2024-06-09 17:31:06.894136+00:00
136,14,2024-06-09 17:31:07.007339+00:00,2024-06-09 17:31:07.007339+00:00
366,136,2024-06-09 17:31:07.118929+00:00,2024-06-09 17:31:07.118929+00:00
237,136,2024-06-09 17:31:07.226345+00:00,2024-06-09 17:31:07.226345+00:00
137,295,2024-06-09 17:31:07.336300+00:00,2024-06-09 17:31:07.336300+00:00
137,286,2024-06-09 17:31:07.457904+00:00,2024-06-09 17:31:07.457904+00:00
137,126,2024-06-09 17:31:07.569203+00:00,2024-06-09 17:31:07.569203+00:00
137,86,2024-06-09 17:31:07.681115+00:00,2024-06-09 17:31:07.681115+00:00
297,137,2024-06-09 17:31:07.785527+00:00,2024-06-09 17:31:07.785527+00:00
140,374,2024-06-09 17:31:07.904297+00:00,2024-06-09 17:31:07.904297+00:00
75,140,2024-06-09 17:31:08.017960+00:00,2024-06-09 17:31:08.017960+00:00
344,301,2024-06-09 17:31:08.127431+00:00,2024-06-09 17:31:08.127431+00:00
142,344,2024-06-09 17:31:08.243901+00:00,2024-06-09 17:31:08.243901+00:00
142,148,2024-06-09 17:31:08.382080+00:00,2024-06-09 17:31:08.382080+00:00
142,122,2024-06-09 17:31:08.506453+00:00,2024-06-09 17:31:08.506453+00:00
115,142,2024-06-09 17:31:08.616934+00:00,2024-06-09 17:31:08.616934+00:00
217,142,2024-06-09 17:31:08.723315+00:00,2024-06-09 17:31:08.723315+00:00
144,370,2024-06-09 17:31:08.835877+00:00,2024-06-09 17:31:08.835877+00:00
144,88,2024-06-09 17:31:08.945298+00:00,2024-06-09 17:31:08.945298+00:00
144,303,2024-06-09 17:31:09.052666+00:00,2024-06-09 17:31:09.052666+00:00
144,367,2024-06-09 17:31:09.163260+00:00,2024-06-09 17:31:09.163260+00:00
342,144,2024-06-09 17:31:09.278334+00:00,2024-06-09 17:31:09.278334+00:00
158,144,2024-06-09 17:31:09.389483+00:00,2024-06-09 17:31:09.389483+00:00
115,144,2024-06-09 17:31:09.509602+00:00,2024-06-09 17:31:09.509602+00:00
316,144,2024-06-09 17:31:09.618146+00:00,2024-06-09 17:31:09.618146+00:00
147,31,2024-06-09 17:31:09.728476+00:00,2024-06-09 17:31:09.728476+00:00
147,215,2024-06-09 17:31:09.843971+00:00,2024-06-09 17:31:09.843971+00:00
147,397,2024-06-09 17:31:09.954987+00:00,2024-06-09 17:31:09.954987+00:00
147,158,2024-06-09 17:31:10.063564+00:00,2024-06-09 17:31:10.063564+00:00
147,148,2024-06-09 17:31:10.176612+00:00,2024-06-09 17:31:10.176612+00:00
147,205,2024-06-09 17:31:10.288495+00:00,2024-06-09 17:31:10.288495+00:00
147,270,2024-06-09 17:31:10.396335+00:00,2024-06-09 17:31:10.396335+00:00
147,313,2024-06-09 17:31:10.510635+00:00,2024-06-09 17:31:10.510635+00:00
129,147,2024-06-09 17:31:10.621975+00:00,2024-06-09 17:31:10.621975+00:00
148,46,2024-06-09 17:31:10.733822+00:00,2024-06-09 17:31:10.733822+00:00
359,148,2024-06-09 17:31:10.867321+00:00,2024-06-09 17:31:10.867321+00:00
149,182,2024-06-09 17:31:10.972422+00:00,2024-06-09 17:31:10.972422+00:00
149,276,2024-06-09 17:31:11.079953+00:00,2024-06-09 17:31:11.079953+00:00
269,149,2024-06-09 17:31:11.196182+00:00,2024-06-09 17:31:11.196182+00:00
395,149,2024-06-09 17:31:11.317010+00:00,2024-06-09 17:31:11.317010+00:00
181,149,2024-06-09 17:31:11.429944+00:00,2024-06-09 17:31:11.429944+00:00
315,149,2024-06-09 17:31:11.543594+00:00,2024-06-09 17:31:11.543594+00:00
273,149,2024-06-09 17:31:11.654478+00:00,2024-06-09 17:31:11.654478+00:00
313,149,2024-06-09 17:31:11.768817+00:00,2024-06-09 17:31:11.768817+00:00
150,384,2024-06-09 17:31:11.884625+00:00,2024-06-09 17:31:11.884625+00:00
150,14,2024-06-09 17:31:11.995078+00:00,2024-06-09 17:31:11.995078+00:00
150,380,2024-06-09 17:31:12.105147+00:00,2024-06-09 17:31:12.105147+00:00
150,225,2024-06-09 17:31:12.216737+00:00,2024-06-09 17:31:12.216737+00:00
150,344,2024-06-09 17:31:12.328855+00:00,2024-06-09 17:31:12.328855+00:00
150,185,2024-06-09 17:31:12.437564+00:00,2024-06-09 17:31:12.437564+00:00
150,388,2024-06-09 17:31:12.553696+00:00,2024-06-09 17:31:12.553696+00:00
150,29,2024-06-09 17:31:12.672049+00:00,2024-06-09 17:31:12.672049+00:00
150,264,2024-06-09 17:31:12.783669+00:00,2024-06-09 17:31:12.783669+00:00
150,400,2024-06-09 17:31:12.900060+00:00,2024-06-09 17:31:12.900060+00:00
150,20,2024-06-09 17:31:13.013074+00:00,2024-06-09 17:31:13.013074+00:00
150,58,2024-06-09 17:31:13.119126+00:00,2024-06-09 17:31:13.119126+00:00
235,150,2024-06-09 17:31:13.231437+00:00,2024-06-09 17:31:13.231437+00:00
404,150,2024-06-09 17:31:13.341901+00:00,2024-06-09 17:31:13.341901+00:00
113,150,2024-06-09 17:31:13.461731+00:00,2024-06-09 17:31:13.461731+00:00
329,150,2024-06-09 17:31:13.574780+00:00,2024-06-09 17:31:13.574780+00:00
345,342,2024-06-09 17:31:13.684587+00:00,2024-06-09 17:31:13.684587+00:00
345,113,2024-06-09 17:31:13.796573+00:00,2024-06-09 17:31:13.796573+00:00
345,185,2024-06-09 17:31:13.906174+00:00,2024-06-09 17:31:13.906174+00:00
345,198,2024-06-09 17:31:14.014768+00:00,2024-06-09 17:31:14.014768+00:00
345,254,2024-06-09 17:31:14.127512+00:00,2024-06-09 17:31:14.127512+00:00
345,321,2024-06-09 17:31:14.243112+00:00,2024-06-09 17:31:14.243112+00:00
345,256,2024-06-09 17:31:14.358020+00:00,2024-06-09 17:31:14.358020+00:00
345,142,2024-06-09 17:31:14.482917+00:00,2024-06-09 17:31:14.482917+00:00
345,335,2024-06-09 17:31:14.589532+00:00,2024-06-09 17:31:14.589532+00:00
171,345,2024-06-09 17:31:14.694069+00:00,2024-06-09 17:31:14.694069+00:00
346,388,2024-06-09 17:31:14.804284+00:00,2024-06-09 17:31:14.804284+00:00
7,346,2024-06-09 17:31:14.919085+00:00,2024-06-09 17:31:14.919085+00:00
347,147,2024-06-09 17:31:15.035301+00:00,2024-06-09 17:31:15.035301+00:00
347,308,2024-06-09 17:31:15.151474+00:00,2024-06-09 17:31:15.151474+00:00
372,347,2024-06-09 17:31:15.267421+00:00,2024-06-09 17:31:15.267421+00:00
297,347,2024-06-09 17:31:15.377358+00:00,2024-06-09 17:31:15.377358+00:00
273,347,2024-06-09 17:31:15.493906+00:00,2024-06-09 17:31:15.493906+00:00
168,347,2024-06-09 17:31:15.603328+00:00,2024-06-09 17:31:15.603328+00:00
357,347,2024-06-09 17:31:15.723290+00:00,2024-06-09 17:31:15.723290+00:00
348,214,2024-06-09 17:31:15.841448+00:00,2024-06-09 17:31:15.841448+00:00
348,389,2024-06-09 17:31:15.957676+00:00,2024-06-09 17:31:15.957676+00:00
348,290,2024-06-09 17:31:16.081562+00:00,2024-06-09 17:31:16.081562+00:00
348,168,2024-06-09 17:31:16.195448+00:00,2024-06-09 17:31:16.195448+00:00
348,262,2024-06-09 17:31:16.305000+00:00,2024-06-09 17:31:16.305000+00:00
348,224,2024-06-09 17:31:16.448380+00:00,2024-06-09 17:31:16.448380+00:00
348,319,2024-06-09 17:31:16.560917+00:00,2024-06-09 17:31:16.560917+00:00
348,362,2024-06-09 17:31:16.676507+00:00,2024-06-09 17:31:16.676507+00:00
348,353,2024-06-09 17:31:16.784805+00:00,2024-06-09 17:31:16.784805+00:00
348,46,2024-06-09 17:31:16.893558+00:00,2024-06-09 17:31:16.893558+00:00
68,348,2024-06-09 17:31:17.008500+00:00,2024-06-09 17:31:17.008500+00:00
152,391,2024-06-09 17:31:17.113948+00:00,2024-06-09 17:31:17.113948+00:00
378,152,2024-06-09 17:31:17.247215+00:00,2024-06-09 17:31:17.247215+00:00
153,133,2024-06-09 17:31:17.364357+00:00,2024-06-09 17:31:17.364357+00:00
391,153,2024-06-09 17:31:17.485775+00:00,2024-06-09 17:31:17.485775+00:00
154,157,2024-06-09 17:31:17.598051+00:00,2024-06-09 17:31:17.598051+00:00
213,154,2024-06-09 17:31:17.716004+00:00,2024-06-09 17:31:17.716004+00:00
349,369,2024-06-09 17:31:17.842126+00:00,2024-06-09 17:31:17.842126+00:00
205,349,2024-06-09 17:31:17.964895+00:00,2024-06-09 17:31:17.964895+00:00
396,349,2024-06-09 17:31:18.076376+00:00,2024-06-09 17:31:18.076376+00:00
243,349,2024-06-09 17:31:18.195605+00:00,2024-06-09 17:31:18.195605+00:00
350,136,2024-06-09 17:31:18.306854+00:00,2024-06-09 17:31:18.306854+00:00
350,385,2024-06-09 17:31:18.427294+00:00,2024-06-09 17:31:18.427294+00:00
350,330,2024-06-09 17:31:18.545191+00:00,2024-06-09 17:31:18.545191+00:00
350,82,2024-06-09 17:31:18.667503+00:00,2024-06-09 17:31:18.667503+00:00
350,341,2024-06-09 17:31:18.780378+00:00,2024-06-09 17:31:18.780378+00:00
303,350,2024-06-09 17:31:18.888946+00:00,2024-06-09 17:31:18.888946+00:00
156,400,2024-06-09 17:31:18.999972+00:00,2024-06-09 17:31:18.999972+00:00
245,156,2024-06-09 17:31:19.122170+00:00,2024-06-09 17:31:19.122170+00:00
157,147,2024-06-09 17:31:19.233874+00:00,2024-06-09 17:31:19.233874+00:00
127,157,2024-06-09 17:31:19.368526+00:00,2024-06-09 17:31:19.368526+00:00
158,181,2024-06-09 17:31:19.480433+00:00,2024-06-09 17:31:19.480433+00:00
382,158,2024-06-09 17:31:19.589293+00:00,2024-06-09 17:31:19.589293+00:00
159,352,2024-06-09 17:31:19.710060+00:00,2024-06-09 17:31:19.710060+00:00
159,323,2024-06-09 17:31:19.830469+00:00,2024-06-09 17:31:19.830469+00:00
48,159,2024-06-09 17:31:19.948706+00:00,2024-06-09 17:31:19.948706+00:00
389,159,2024-06-09 17:31:20.063273+00:00,2024-06-09 17:31:20.063273+00:00
253,159,2024-06-09 17:31:20.184634+00:00,2024-06-09 17:31:20.184634+00:00
163,231,2024-06-09 17:31:20.300939+00:00,2024-06-09 17:31:20.300939+00:00
163,248,2024-06-09 17:31:20.416893+00:00,2024-06-09 17:31:20.416893+00:00
163,303,2024-06-09 17:31:20.523847+00:00,2024-06-09 17:31:20.523847+00:00
163,136,2024-06-09 17:31:20.640455+00:00,2024-06-09 17:31:20.640455+00:00
163,394,2024-06-09 17:31:20.766976+00:00,2024-06-09 17:31:20.766976+00:00
163,39,2024-06-09 17:31:20.874679+00:00,2024-06-09 17:31:20.874679+00:00
307,163,2024-06-09 17:31:20.990172+00:00,2024-06-09 17:31:20.990172+00:00
351,83,2024-06-09 17:31:21.093781+00:00,2024-06-09 17:31:21.093781+00:00
351,183,2024-06-09 17:31:21.208966+00:00,2024-06-09 17:31:21.208966+00:00
86,351,2024-06-09 17:31:21.320976+00:00,2024-06-09 17:31:21.320976+00:00
190,351,2024-06-09 17:31:21.427066+00:00,2024-06-09 17:31:21.427066+00:00
164,80,2024-06-09 17:31:21.535540+00:00,2024-06-09 17:31:21.535540+00:00
164,114,2024-06-09 17:31:21.638979+00:00,2024-06-09 17:31:21.638979+00:00
164,79,2024-06-09 17:31:21.755613+00:00,2024-06-09 17:31:21.755613+00:00
164,275,2024-06-09 17:31:21.863398+00:00,2024-06-09 17:31:21.863398+00:00
164,178,2024-06-09 17:31:21.988266+00:00,2024-06-09 17:31:21.988266+00:00
247,164,2024-06-09 17:31:22.097705+00:00,2024-06-09 17:31:22.097705+00:00
165,270,2024-06-09 17:31:22.211601+00:00,2024-06-09 17:31:22.211601+00:00
165,254,2024-06-09 17:31:22.323781+00:00,2024-06-09 17:31:22.323781+00:00
136,165,2024-06-09 17:31:22.436050+00:00,2024-06-09 17:31:22.436050+00:00
352,373,2024-06-09 17:31:22.546126+00:00,2024-06-09 17:31:22.546126+00:00
273,352,2024-06-09 17:31:22.661698+00:00,2024-06-09 17:31:22.661698+00:00
353,342,2024-06-09 17:31:22.772692+00:00,2024-06-09 17:31:22.772692+00:00
292,353,2024-06-09 17:31:22.880604+00:00,2024-06-09 17:31:22.880604+00:00
354,351,2024-06-09 17:31:23.000310+00:00,2024-06-09 17:31:23.000310+00:00
340,354,2024-06-09 17:31:23.110782+00:00,2024-06-09 17:31:23.110782+00:00
167,269,2024-06-09 17:31:23.222523+00:00,2024-06-09 17:31:23.222523+00:00
167,311,2024-06-09 17:31:23.335614+00:00,2024-06-09 17:31:23.335614+00:00
260,167,2024-06-09 17:31:23.447051+00:00,2024-06-09 17:31:23.447051+00:00
168,368,2024-06-09 17:31:23.556137+00:00,2024-06-09 17:31:23.556137+00:00
168,200,2024-06-09 17:31:23.668357+00:00,2024-06-09 17:31:23.668357+00:00
168,360,2024-06-09 17:31:23.780757+00:00,2024-06-09 17:31:23.780757+00:00
168,245,2024-06-09 17:31:23.905581+00:00,2024-06-09 17:31:23.905581+00:00
168,319,2024-06-09 17:31:24.015992+00:00,2024-06-09 17:31:24.015992+00:00
6,168,2024-06-09 17:31:24.141778+00:00,2024-06-09 17:31:24.141778+00:00
355,348,2024-06-09 17:31:24.254675+00:00,2024-06-09 17:31:24.254675+00:00
308,355,2024-06-09 17:31:24.372320+00:00,2024-06-09 17:31:24.372320+00:00
273,355,2024-06-09 17:31:24.488869+00:00,2024-06-09 17:31:24.488869+00:00
170,404,2024-06-09 17:31:24.599548+00:00,2024-06-09 17:31:24.599548+00:00
170,8,2024-06-09 17:31:24.709645+00:00,2024-06-09 17:31:24.709645+00:00
170,23,2024-06-09 17:31:24.816968+00:00,2024-06-09 17:31:24.816968+00:00
180,170,2024-06-09 17:31:24.929870+00:00,2024-06-09 17:31:24.929870+00:00
356,186,2024-06-09 17:31:25.040474+00:00,2024-06-09 17:31:25.040474+00:00
158,356,2024-06-09 17:31:25.154542+00:00,2024-06-09 17:31:25.154542+00:00
171,142,2024-06-09 17:31:25.265145+00:00,2024-06-09 17:31:25.265145+00:00
202,171,2024-06-09 17:31:25.373296+00:00,2024-06-09 17:31:25.373296+00:00
176,121,2024-06-09 17:31:25.480868+00:00,2024-06-09 17:31:25.480868+00:00
176,315,2024-06-09 17:31:25.604466+00:00,2024-06-09 17:31:25.604466+00:00
350,176,2024-06-09 17:31:25.719478+00:00,2024-06-09 17:31:25.719478+00:00
177,197,2024-06-09 17:31:25.835988+00:00,2024-06-09 17:31:25.835988+00:00
177,213,2024-06-09 17:31:25.945260+00:00,2024-06-09 17:31:25.945260+00:00
405,177,2024-06-09 17:31:26.053760+00:00,2024-06-09 17:31:26.053760+00:00
357,181,2024-06-09 17:31:26.167614+00:00,2024-06-09 17:31:26.167614+00:00
276,357,2024-06-09 17:31:26.280094+00:00,2024-06-09 17:31:26.280094+00:00
140,357,2024-06-09 17:31:26.391462+00:00,2024-06-09 17:31:26.391462+00:00
178,316,2024-06-09 17:31:26.502625+00:00,2024-06-09 17:31:26.502625+00:00
178,236,2024-06-09 17:31:26.618796+00:00,2024-06-09 17:31:26.618796+00:00
178,294,2024-06-09 17:31:26.730914+00:00,2024-06-09 17:31:26.730914+00:00
178,381,2024-06-09 17:31:26.839281+00:00,2024-06-09 17:31:26.839281+00:00
95,178,2024-06-09 17:31:26.953327+00:00,2024-06-09 17:31:26.953327+00:00
159,178,2024-06-09 17:31:27.068015+00:00,2024-06-09 17:31:27.068015+00:00
180,400,2024-06-09 17:31:27.170965+00:00,2024-06-09 17:31:27.170965+00:00
180,248,2024-06-09 17:31:27.280254+00:00,2024-06-09 17:31:27.280254+00:00
180,157,2024-06-09 17:31:27.390754+00:00,2024-06-09 17:31:27.390754+00:00
180,202,2024-06-09 17:31:27.495007+00:00,2024-06-09 17:31:27.495007+00:00
339,180,2024-06-09 17:31:27.608024+00:00,2024-06-09 17:31:27.608024+00:00
29,180,2024-06-09 17:31:27.714616+00:00,2024-06-09 17:31:27.714616+00:00
94,180,2024-06-09 17:31:27.827260+00:00,2024-06-09 17:31:27.827260+00:00
358,323,2024-06-09 17:31:27.940481+00:00,2024-06-09 17:31:27.940481+00:00
358,15,2024-06-09 17:31:28.049360+00:00,2024-06-09 17:31:28.049360+00:00
358,316,2024-06-09 17:31:28.160568+00:00,2024-06-09 17:31:28.160568+00:00
358,368,2024-06-09 17:31:28.268930+00:00,2024-06-09 17:31:28.268930+00:00
358,106,2024-06-09 17:31:28.375631+00:00,2024-06-09 17:31:28.375631+00:00
358,333,2024-06-09 17:31:28.484102+00:00,2024-06-09 17:31:28.484102+00:00
358,297,2024-06-09 17:31:28.595247+00:00,2024-06-09 17:31:28.595247+00:00
244,358,2024-06-09 17:31:28.705248+00:00,2024-06-09 17:31:28.705248+00:00
401,358,2024-06-09 17:31:28.812986+00:00,2024-06-09 17:31:28.812986+00:00
359,213,2024-06-09 17:31:28.924364+00:00,2024-06-09 17:31:28.924364+00:00
359,272,2024-06-09 17:31:29.041893+00:00,2024-06-09 17:31:29.041893+00:00
359,298,2024-06-09 17:31:29.156815+00:00,2024-06-09 17:31:29.156815+00:00
236,359,2024-06-09 17:31:29.274829+00:00,2024-06-09 17:31:29.274829+00:00
360,308,2024-06-09 17:31:29.387251+00:00,2024-06-09 17:31:29.387251+00:00
220,360,2024-06-09 17:31:29.504682+00:00,2024-06-09 17:31:29.504682+00:00
181,3,2024-06-09 17:31:29.612429+00:00,2024-06-09 17:31:29.612429+00:00
341,181,2024-06-09 17:31:29.724317+00:00,2024-06-09 17:31:29.724317+00:00
182,383,2024-06-09 17:31:29.836671+00:00,2024-06-09 17:31:29.836671+00:00
182,278,2024-06-09 17:31:29.949362+00:00,2024-06-09 17:31:29.949362+00:00
182,232,2024-06-09 17:31:30.057156+00:00,2024-06-09 17:31:30.057156+00:00
370,182,2024-06-09 17:31:30.164403+00:00,2024-06-09 17:31:30.164403+00:00
314,182,2024-06-09 17:31:30.277079+00:00,2024-06-09 17:31:30.277079+00:00
255,182,2024-06-09 17:31:30.385190+00:00,2024-06-09 17:31:30.385190+00:00
225,182,2024-06-09 17:31:30.497194+00:00,2024-06-09 17:31:30.497194+00:00
400,182,2024-06-09 17:31:30.604405+00:00,2024-06-09 17:31:30.604405+00:00
295,182,2024-06-09 17:31:30.713178+00:00,2024-06-09 17:31:30.713178+00:00
91,182,2024-06-09 17:31:30.821232+00:00,2024-06-09 17:31:30.821232+00:00
245,182,2024-06-09 17:31:30.932997+00:00,2024-06-09 17:31:30.932997+00:00
183,247,2024-06-09 17:31:31.039846+00:00,2024-06-09 17:31:31.039846+00:00
183,157,2024-06-09 17:31:31.149404+00:00,2024-06-09 17:31:31.149404+00:00
183,318,2024-06-09 17:31:31.271461+00:00,2024-06-09 17:31:31.271461+00:00
183,200,2024-06-09 17:31:31.381934+00:00,2024-06-09 17:31:31.381934+00:00
183,391,2024-06-09 17:31:31.490170+00:00,2024-06-09 17:31:31.490170+00:00
183,349,2024-06-09 17:31:31.602915+00:00,2024-06-09 17:31:31.602915+00:00
183,283,2024-06-09 17:31:31.716084+00:00,2024-06-09 17:31:31.716084+00:00
183,304,2024-06-09 17:31:31.828115+00:00,2024-06-09 17:31:31.828115+00:00
183,260,2024-06-09 17:31:31.941121+00:00,2024-06-09 17:31:31.941121+00:00
183,370,2024-06-09 17:31:32.052112+00:00,2024-06-09 17:31:32.052112+00:00
183,344,2024-06-09 17:31:32.160429+00:00,2024-06-09 17:31:32.160429+00:00
183,278,2024-06-09 17:31:32.268963+00:00,2024-06-09 17:31:32.268963+00:00
183,309,2024-06-09 17:31:32.382869+00:00,2024-06-09 17:31:32.382869+00:00
183,238,2024-06-09 17:31:32.490503+00:00,2024-06-09 17:31:32.490503+00:00
183,393,2024-06-09 17:31:32.604203+00:00,2024-06-09 17:31:32.604203+00:00
5,183,2024-06-09 17:31:32.714071+00:00,2024-06-09 17:31:32.714071+00:00
184,251,2024-06-09 17:31:32.822771+00:00,2024-06-09 17:31:32.822771+00:00
404,184,2024-06-09 17:31:32.940098+00:00,2024-06-09 17:31:32.940098+00:00
185,382,2024-06-09 17:31:33.048550+00:00,2024-06-09 17:31:33.048550+00:00
258,185,2024-06-09 17:31:33.159707+00:00,2024-06-09 17:31:33.159707+00:00
224,185,2024-06-09 17:31:33.277229+00:00,2024-06-09 17:31:33.277229+00:00
405,185,2024-06-09 17:31:33.396902+00:00,2024-06-09 17:31:33.396902+00:00
66,185,2024-06-09 17:31:33.511807+00:00,2024-06-09 17:31:33.511807+00:00
186,295,2024-06-09 17:31:33.625184+00:00,2024-06-09 17:31:33.625184+00:00
186,359,2024-06-09 17:31:33.736446+00:00,2024-06-09 17:31:33.736446+00:00
186,366,2024-06-09 17:31:33.848620+00:00,2024-06-09 17:31:33.848620+00:00
186,8,2024-06-09 17:31:33.959130+00:00,2024-06-09 17:31:33.959130+00:00
186,259,2024-06-09 17:31:34.072888+00:00,2024-06-09 17:31:34.072888+00:00
