ObserverId,ObservingId,createdAt,updatedAt
99,33,2024-06-09 18:17:39.677962+00:00,2024-06-09 18:17:39.677962+00:00
101,33,2024-06-09 18:17:39.784686+00:00,2024-06-09 18:17:39.784686+00:00
105,33,2024-06-09 18:17:39.887579+00:00,2024-06-09 18:17:39.887579+00:00
106,33,2024-06-09 18:17:39.995230+00:00,2024-06-09 18:17:39.995230+00:00
113,33,2024-06-09 18:17:40.104144+00:00,2024-06-09 18:17:40.104144+00:00
114,33,2024-06-09 18:17:40.211222+00:00,2024-06-09 18:17:40.211222+00:00
115,33,2024-06-09 18:17:40.318792+00:00,2024-06-09 18:17:40.318792+00:00
117,33,2024-06-09 18:17:40.427133+00:00,2024-06-09 18:17:40.427133+00:00
118,33,2024-06-09 18:17:40.539763+00:00,2024-06-09 18:17:40.539763+00:00
121,33,2024-06-09 18:17:40.653190+00:00,2024-06-09 18:17:40.653190+00:00
122,33,2024-06-09 18:17:40.759176+00:00,2024-06-09 18:17:40.759176+00:00
124,33,2024-06-09 18:17:40.866458+00:00,2024-06-09 18:17:40.866458+00:00
126,33,2024-06-09 18:17:40.976069+00:00,2024-06-09 18:17:40.976069+00:00
127,33,2024-06-09 18:17:41.083169+00:00,2024-06-09 18:17:41.083169+00:00
129,33,2024-06-09 18:17:41.189713+00:00,2024-06-09 18:17:41.189713+00:00
133,33,2024-06-09 18:17:41.299718+00:00,2024-06-09 18:17:41.299718+00:00
134,33,2024-06-09 18:17:41.410690+00:00,2024-06-09 18:17:41.410690+00:00
135,33,2024-06-09 18:17:41.519875+00:00,2024-06-09 18:17:41.519875+00:00
136,33,2024-06-09 18:17:41.627395+00:00,2024-06-09 18:17:41.627395+00:00
137,33,2024-06-09 18:17:41.736937+00:00,2024-06-09 18:17:41.736937+00:00
140,33,2024-06-09 18:17:41.848353+00:00,2024-06-09 18:17:41.848353+00:00
142,33,2024-06-09 18:17:41.959891+00:00,2024-06-09 18:17:41.959891+00:00
144,33,2024-06-09 18:17:42.067153+00:00,2024-06-09 18:17:42.067153+00:00
147,33,2024-06-09 18:17:42.177665+00:00,2024-06-09 18:17:42.177665+00:00
148,33,2024-06-09 18:17:42.283796+00:00,2024-06-09 18:17:42.283796+00:00
149,33,2024-06-09 18:17:42.391883+00:00,2024-06-09 18:17:42.391883+00:00
150,33,2024-06-09 18:17:42.509006+00:00,2024-06-09 18:17:42.509006+00:00
152,33,2024-06-09 18:17:42.615902+00:00,2024-06-09 18:17:42.615902+00:00
153,33,2024-06-09 18:17:42.727802+00:00,2024-06-09 18:17:42.727802+00:00
154,33,2024-06-09 18:17:42.835632+00:00,2024-06-09 18:17:42.835632+00:00
156,33,2024-06-09 18:17:42.945286+00:00,2024-06-09 18:17:42.945286+00:00
157,33,2024-06-09 18:17:43.051369+00:00,2024-06-09 18:17:43.051369+00:00
158,33,2024-06-09 18:17:43.157846+00:00,2024-06-09 18:17:43.157846+00:00
159,33,2024-06-09 18:17:43.261344+00:00,2024-06-09 18:17:43.261344+00:00
163,33,2024-06-09 18:17:43.367841+00:00,2024-06-09 18:17:43.367841+00:00
164,33,2024-06-09 18:17:43.493661+00:00,2024-06-09 18:17:43.493661+00:00
165,33,2024-06-09 18:17:43.602215+00:00,2024-06-09 18:17:43.602215+00:00
167,33,2024-06-09 18:17:43.709316+00:00,2024-06-09 18:17:43.709316+00:00
168,33,2024-06-09 18:17:43.813562+00:00,2024-06-09 18:17:43.813562+00:00
170,33,2024-06-09 18:17:43.922594+00:00,2024-06-09 18:17:43.922594+00:00
171,33,2024-06-09 18:17:44.030089+00:00,2024-06-09 18:17:44.030089+00:00
176,33,2024-06-09 18:17:44.143470+00:00,2024-06-09 18:17:44.143470+00:00
177,33,2024-06-09 18:17:44.251050+00:00,2024-06-09 18:17:44.251050+00:00
178,33,2024-06-09 18:17:44.358913+00:00,2024-06-09 18:17:44.358913+00:00
180,33,2024-06-09 18:17:44.467136+00:00,2024-06-09 18:17:44.467136+00:00
181,33,2024-06-09 18:17:44.575659+00:00,2024-06-09 18:17:44.575659+00:00
182,33,2024-06-09 18:17:44.686117+00:00,2024-06-09 18:17:44.686117+00:00
183,33,2024-06-09 18:17:44.794853+00:00,2024-06-09 18:17:44.794853+00:00
184,33,2024-06-09 18:17:44.912909+00:00,2024-06-09 18:17:44.912909+00:00
185,33,2024-06-09 18:17:45.024551+00:00,2024-06-09 18:17:45.024551+00:00
186,33,2024-06-09 18:17:45.132050+00:00,2024-06-09 18:17:45.132050+00:00
189,33,2024-06-09 18:17:45.235092+00:00,2024-06-09 18:17:45.235092+00:00
190,33,2024-06-09 18:17:45.343856+00:00,2024-06-09 18:17:45.343856+00:00
191,33,2024-06-09 18:17:45.447646+00:00,2024-06-09 18:17:45.447646+00:00
193,33,2024-06-09 18:17:45.554436+00:00,2024-06-09 18:17:45.554436+00:00
197,33,2024-06-09 18:17:45.663081+00:00,2024-06-09 18:17:45.663081+00:00
198,33,2024-06-09 18:17:45.771543+00:00,2024-06-09 18:17:45.771543+00:00
200,33,2024-06-09 18:17:45.879187+00:00,2024-06-09 18:17:45.879187+00:00
202,33,2024-06-09 18:17:45.985621+00:00,2024-06-09 18:17:45.985621+00:00
203,33,2024-06-09 18:17:46.093292+00:00,2024-06-09 18:17:46.093292+00:00
204,33,2024-06-09 18:17:46.204043+00:00,2024-06-09 18:17:46.204043+00:00
205,33,2024-06-09 18:17:46.309198+00:00,2024-06-09 18:17:46.309198+00:00
209,33,2024-06-09 18:17:46.417821+00:00,2024-06-09 18:17:46.417821+00:00
210,33,2024-06-09 18:17:46.529144+00:00,2024-06-09 18:17:46.529144+00:00
212,33,2024-06-09 18:17:46.637078+00:00,2024-06-09 18:17:46.637078+00:00
213,33,2024-06-09 18:17:46.740825+00:00,2024-06-09 18:17:46.740825+00:00
214,33,2024-06-09 18:17:46.843201+00:00,2024-06-09 18:17:46.843201+00:00
215,33,2024-06-09 18:17:46.953260+00:00,2024-06-09 18:17:46.953260+00:00
217,33,2024-06-09 18:17:47.063465+00:00,2024-06-09 18:17:47.063465+00:00
218,33,2024-06-09 18:17:47.166155+00:00,2024-06-09 18:17:47.166155+00:00
220,33,2024-06-09 18:17:47.273716+00:00,2024-06-09 18:17:47.273716+00:00
221,33,2024-06-09 18:17:47.386484+00:00,2024-06-09 18:17:47.386484+00:00
223,33,2024-06-09 18:17:47.493389+00:00,2024-06-09 18:17:47.493389+00:00
224,33,2024-06-09 18:17:47.603841+00:00,2024-06-09 18:17:47.603841+00:00
225,33,2024-06-09 18:17:47.704291+00:00,2024-06-09 18:17:47.704291+00:00
226,33,2024-06-09 18:17:47.814038+00:00,2024-06-09 18:17:47.814038+00:00
227,33,2024-06-09 18:17:47.922001+00:00,2024-06-09 18:17:47.922001+00:00
229,33,2024-06-09 18:17:48.030223+00:00,2024-06-09 18:17:48.030223+00:00
231,33,2024-06-09 18:17:48.137155+00:00,2024-06-09 18:17:48.137155+00:00
232,33,2024-06-09 18:17:48.244170+00:00,2024-06-09 18:17:48.244170+00:00
234,33,2024-06-09 18:17:48.357282+00:00,2024-06-09 18:17:48.357282+00:00
235,33,2024-06-09 18:17:48.465085+00:00,2024-06-09 18:17:48.465085+00:00
236,33,2024-06-09 18:17:48.572571+00:00,2024-06-09 18:17:48.572571+00:00
237,33,2024-06-09 18:17:48.682707+00:00,2024-06-09 18:17:48.682707+00:00
238,33,2024-06-09 18:17:48.786914+00:00,2024-06-09 18:17:48.786914+00:00
239,33,2024-06-09 18:17:48.893308+00:00,2024-06-09 18:17:48.893308+00:00
240,33,2024-06-09 18:17:49.001252+00:00,2024-06-09 18:17:49.001252+00:00
241,33,2024-06-09 18:17:49.109779+00:00,2024-06-09 18:17:49.109779+00:00
242,33,2024-06-09 18:17:49.217378+00:00,2024-06-09 18:17:49.217378+00:00
243,33,2024-06-09 18:17:49.325517+00:00,2024-06-09 18:17:49.325517+00:00
244,33,2024-06-09 18:17:49.689305+00:00,2024-06-09 18:17:49.689305+00:00
245,33,2024-06-09 18:17:49.795111+00:00,2024-06-09 18:17:49.795111+00:00
246,33,2024-06-09 18:17:49.900569+00:00,2024-06-09 18:17:49.900569+00:00
247,33,2024-06-09 18:17:50.010625+00:00,2024-06-09 18:17:50.010625+00:00
248,33,2024-06-09 18:17:50.113177+00:00,2024-06-09 18:17:50.113177+00:00
249,33,2024-06-09 18:17:50.219867+00:00,2024-06-09 18:17:50.219867+00:00
250,33,2024-06-09 18:17:50.327281+00:00,2024-06-09 18:17:50.327281+00:00
251,33,2024-06-09 18:17:50.435806+00:00,2024-06-09 18:17:50.435806+00:00
252,33,2024-06-09 18:17:50.545379+00:00,2024-06-09 18:17:50.545379+00:00
253,33,2024-06-09 18:17:50.661116+00:00,2024-06-09 18:17:50.661116+00:00
254,33,2024-06-09 18:17:50.774959+00:00,2024-06-09 18:17:50.774959+00:00
255,33,2024-06-09 18:17:50.886100+00:00,2024-06-09 18:17:50.886100+00:00
256,33,2024-06-09 18:17:50.995011+00:00,2024-06-09 18:17:50.995011+00:00
257,33,2024-06-09 18:17:51.105589+00:00,2024-06-09 18:17:51.105589+00:00
258,33,2024-06-09 18:17:51.212880+00:00,2024-06-09 18:17:51.212880+00:00
259,33,2024-06-09 18:17:51.328159+00:00,2024-06-09 18:17:51.328159+00:00
260,33,2024-06-09 18:17:51.445855+00:00,2024-06-09 18:17:51.445855+00:00
261,33,2024-06-09 18:17:51.555071+00:00,2024-06-09 18:17:51.555071+00:00
262,33,2024-06-09 18:17:51.653031+00:00,2024-06-09 18:17:51.653031+00:00
263,33,2024-06-09 18:17:51.766463+00:00,2024-06-09 18:17:51.766463+00:00
264,33,2024-06-09 18:17:51.895827+00:00,2024-06-09 18:17:51.895827+00:00
265,33,2024-06-09 18:17:52.000584+00:00,2024-06-09 18:17:52.000584+00:00
266,33,2024-06-09 18:17:52.108427+00:00,2024-06-09 18:17:52.108427+00:00
267,33,2024-06-09 18:17:52.222011+00:00,2024-06-09 18:17:52.222011+00:00
268,33,2024-06-09 18:17:52.331829+00:00,2024-06-09 18:17:52.331829+00:00
269,33,2024-06-09 18:17:52.448827+00:00,2024-06-09 18:17:52.448827+00:00
270,33,2024-06-09 18:17:52.557432+00:00,2024-06-09 18:17:52.557432+00:00
271,33,2024-06-09 18:17:52.663612+00:00,2024-06-09 18:17:52.663612+00:00
272,33,2024-06-09 18:17:52.768561+00:00,2024-06-09 18:17:52.768561+00:00
273,33,2024-06-09 18:17:52.882170+00:00,2024-06-09 18:17:52.882170+00:00
274,33,2024-06-09 18:17:52.993986+00:00,2024-06-09 18:17:52.993986+00:00
275,33,2024-06-09 18:17:53.102968+00:00,2024-06-09 18:17:53.102968+00:00
276,33,2024-06-09 18:17:53.218888+00:00,2024-06-09 18:17:53.218888+00:00
277,33,2024-06-09 18:17:53.327059+00:00,2024-06-09 18:17:53.327059+00:00
278,33,2024-06-09 18:17:53.434634+00:00,2024-06-09 18:17:53.434634+00:00
279,33,2024-06-09 18:17:53.544083+00:00,2024-06-09 18:17:53.544083+00:00
280,33,2024-06-09 18:17:53.651088+00:00,2024-06-09 18:17:53.651088+00:00
281,33,2024-06-09 18:17:53.763185+00:00,2024-06-09 18:17:53.763185+00:00
282,33,2024-06-09 18:17:53.874747+00:00,2024-06-09 18:17:53.874747+00:00
283,33,2024-06-09 18:17:53.982739+00:00,2024-06-09 18:17:53.982739+00:00
284,33,2024-06-09 18:17:54.089919+00:00,2024-06-09 18:17:54.089919+00:00
285,33,2024-06-09 18:17:54.202093+00:00,2024-06-09 18:17:54.202093+00:00
286,33,2024-06-09 18:17:54.311667+00:00,2024-06-09 18:17:54.311667+00:00
287,33,2024-06-09 18:17:54.420562+00:00,2024-06-09 18:17:54.420562+00:00
288,33,2024-06-09 18:17:54.528422+00:00,2024-06-09 18:17:54.528422+00:00
289,33,2024-06-09 18:17:54.634405+00:00,2024-06-09 18:17:54.634405+00:00
290,33,2024-06-09 18:17:54.737296+00:00,2024-06-09 18:17:54.737296+00:00
291,33,2024-06-09 18:17:54.844925+00:00,2024-06-09 18:17:54.844925+00:00
292,33,2024-06-09 18:17:54.952456+00:00,2024-06-09 18:17:54.952456+00:00
293,33,2024-06-09 18:17:55.060549+00:00,2024-06-09 18:17:55.060549+00:00
294,33,2024-06-09 18:17:55.173014+00:00,2024-06-09 18:17:55.173014+00:00
295,33,2024-06-09 18:17:55.280599+00:00,2024-06-09 18:17:55.280599+00:00
296,33,2024-06-09 18:17:55.388804+00:00,2024-06-09 18:17:55.388804+00:00
297,33,2024-06-09 18:17:55.496505+00:00,2024-06-09 18:17:55.496505+00:00
298,33,2024-06-09 18:17:55.603953+00:00,2024-06-09 18:17:55.603953+00:00
299,33,2024-06-09 18:17:55.709053+00:00,2024-06-09 18:17:55.709053+00:00
300,33,2024-06-09 18:17:55.825386+00:00,2024-06-09 18:17:55.825386+00:00
301,33,2024-06-09 18:17:55.932435+00:00,2024-06-09 18:17:55.932435+00:00
302,33,2024-06-09 18:17:56.039474+00:00,2024-06-09 18:17:56.039474+00:00
303,33,2024-06-09 18:17:56.149181+00:00,2024-06-09 18:17:56.149181+00:00
304,33,2024-06-09 18:17:56.258733+00:00,2024-06-09 18:17:56.258733+00:00
305,33,2024-06-09 18:17:56.368130+00:00,2024-06-09 18:17:56.368130+00:00
306,33,2024-06-09 18:17:56.485141+00:00,2024-06-09 18:17:56.485141+00:00
307,33,2024-06-09 18:17:56.593312+00:00,2024-06-09 18:17:56.593312+00:00
308,33,2024-06-09 18:17:56.708533+00:00,2024-06-09 18:17:56.708533+00:00
309,33,2024-06-09 18:17:56.816681+00:00,2024-06-09 18:17:56.816681+00:00
310,33,2024-06-09 18:17:56.923003+00:00,2024-06-09 18:17:56.923003+00:00
311,33,2024-06-09 18:17:57.026170+00:00,2024-06-09 18:17:57.026170+00:00
312,33,2024-06-09 18:17:57.134811+00:00,2024-06-09 18:17:57.134811+00:00
313,33,2024-06-09 18:17:57.251833+00:00,2024-06-09 18:17:57.251833+00:00
314,33,2024-06-09 18:17:57.367409+00:00,2024-06-09 18:17:57.367409+00:00
315,33,2024-06-09 18:17:57.476621+00:00,2024-06-09 18:17:57.476621+00:00
316,33,2024-06-09 18:17:57.584974+00:00,2024-06-09 18:17:57.584974+00:00
317,33,2024-06-09 18:17:57.700423+00:00,2024-06-09 18:17:57.700423+00:00
318,33,2024-06-09 18:17:57.803963+00:00,2024-06-09 18:17:57.803963+00:00
319,33,2024-06-09 18:17:57.912678+00:00,2024-06-09 18:17:57.912678+00:00
320,33,2024-06-09 18:17:58.022989+00:00,2024-06-09 18:17:58.022989+00:00
321,33,2024-06-09 18:17:58.130889+00:00,2024-06-09 18:17:58.130889+00:00
322,33,2024-06-09 18:17:58.237868+00:00,2024-06-09 18:17:58.237868+00:00
323,33,2024-06-09 18:17:58.346988+00:00,2024-06-09 18:17:58.346988+00:00
324,33,2024-06-09 18:17:58.453983+00:00,2024-06-09 18:17:58.453983+00:00
325,33,2024-06-09 18:17:58.561922+00:00,2024-06-09 18:17:58.561922+00:00
326,33,2024-06-09 18:17:58.668202+00:00,2024-06-09 18:17:58.668202+00:00
327,33,2024-06-09 18:17:58.771345+00:00,2024-06-09 18:17:58.771345+00:00
328,33,2024-06-09 18:17:58.878618+00:00,2024-06-09 18:17:58.878618+00:00
329,33,2024-06-09 18:17:59.007389+00:00,2024-06-09 18:17:59.007389+00:00
330,33,2024-06-09 18:17:59.116487+00:00,2024-06-09 18:17:59.116487+00:00
331,33,2024-06-09 18:17:59.228010+00:00,2024-06-09 18:17:59.228010+00:00
332,33,2024-06-09 18:17:59.339942+00:00,2024-06-09 18:17:59.339942+00:00
333,33,2024-06-09 18:17:59.448929+00:00,2024-06-09 18:17:59.448929+00:00
334,33,2024-06-09 18:17:59.557901+00:00,2024-06-09 18:17:59.557901+00:00
335,33,2024-06-09 18:17:59.665109+00:00,2024-06-09 18:17:59.665109+00:00
336,33,2024-06-09 18:17:59.776656+00:00,2024-06-09 18:17:59.776656+00:00
337,33,2024-06-09 18:17:59.883746+00:00,2024-06-09 18:17:59.883746+00:00
338,33,2024-06-09 18:18:00.007927+00:00,2024-06-09 18:18:00.007927+00:00
339,33,2024-06-09 18:18:00.126505+00:00,2024-06-09 18:18:00.126505+00:00
340,33,2024-06-09 18:18:00.235602+00:00,2024-06-09 18:18:00.235602+00:00
341,33,2024-06-09 18:18:00.341436+00:00,2024-06-09 18:18:00.341436+00:00
342,33,2024-06-09 18:18:00.449269+00:00,2024-06-09 18:18:00.449269+00:00
343,33,2024-06-09 18:18:00.558321+00:00,2024-06-09 18:18:00.558321+00:00
344,33,2024-06-09 18:18:00.664905+00:00,2024-06-09 18:18:00.664905+00:00
345,33,2024-06-09 18:18:00.773123+00:00,2024-06-09 18:18:00.773123+00:00
346,33,2024-06-09 18:18:00.877739+00:00,2024-06-09 18:18:00.877739+00:00
347,33,2024-06-09 18:18:00.991264+00:00,2024-06-09 18:18:00.991264+00:00
348,33,2024-06-09 18:18:01.113433+00:00,2024-06-09 18:18:01.113433+00:00
349,33,2024-06-09 18:18:01.222848+00:00,2024-06-09 18:18:01.222848+00:00
350,33,2024-06-09 18:18:01.331343+00:00,2024-06-09 18:18:01.331343+00:00
351,33,2024-06-09 18:18:01.438724+00:00,2024-06-09 18:18:01.438724+00:00
352,33,2024-06-09 18:18:01.546547+00:00,2024-06-09 18:18:01.546547+00:00
353,33,2024-06-09 18:18:01.654862+00:00,2024-06-09 18:18:01.654862+00:00
354,33,2024-06-09 18:18:01.762471+00:00,2024-06-09 18:18:01.762471+00:00
355,33,2024-06-09 18:18:01.869950+00:00,2024-06-09 18:18:01.869950+00:00
356,33,2024-06-09 18:18:01.981204+00:00,2024-06-09 18:18:01.981204+00:00
357,33,2024-06-09 18:18:02.089176+00:00,2024-06-09 18:18:02.089176+00:00
358,33,2024-06-09 18:18:02.199499+00:00,2024-06-09 18:18:02.199499+00:00
359,33,2024-06-09 18:18:02.310586+00:00,2024-06-09 18:18:02.310586+00:00
360,33,2024-06-09 18:18:02.416687+00:00,2024-06-09 18:18:02.416687+00:00
361,33,2024-06-09 18:18:02.526355+00:00,2024-06-09 18:18:02.526355+00:00
362,33,2024-06-09 18:18:02.634186+00:00,2024-06-09 18:18:02.634186+00:00
363,33,2024-06-09 18:18:02.746362+00:00,2024-06-09 18:18:02.746362+00:00
364,33,2024-06-09 18:18:02.854297+00:00,2024-06-09 18:18:02.854297+00:00
365,33,2024-06-09 18:18:02.965573+00:00,2024-06-09 18:18:02.965573+00:00
366,33,2024-06-09 18:18:03.077054+00:00,2024-06-09 18:18:03.077054+00:00
367,33,2024-06-09 18:18:03.207265+00:00,2024-06-09 18:18:03.207265+00:00
368,33,2024-06-09 18:18:03.323152+00:00,2024-06-09 18:18:03.323152+00:00
369,33,2024-06-09 18:18:03.440178+00:00,2024-06-09 18:18:03.440178+00:00
370,33,2024-06-09 18:18:03.549272+00:00,2024-06-09 18:18:03.549272+00:00
371,33,2024-06-09 18:18:03.656639+00:00,2024-06-09 18:18:03.656639+00:00
372,33,2024-06-09 18:18:03.771341+00:00,2024-06-09 18:18:03.771341+00:00
373,33,2024-06-09 18:18:03.879118+00:00,2024-06-09 18:18:03.879118+00:00
374,33,2024-06-09 18:18:03.990751+00:00,2024-06-09 18:18:03.990751+00:00
375,33,2024-06-09 18:18:04.095395+00:00,2024-06-09 18:18:04.095395+00:00
376,33,2024-06-09 18:18:04.208022+00:00,2024-06-09 18:18:04.208022+00:00
377,33,2024-06-09 18:18:04.317175+00:00,2024-06-09 18:18:04.317175+00:00
378,33,2024-06-09 18:18:04.425185+00:00,2024-06-09 18:18:04.425185+00:00
379,33,2024-06-09 18:18:04.536680+00:00,2024-06-09 18:18:04.536680+00:00
380,33,2024-06-09 18:18:04.649892+00:00,2024-06-09 18:18:04.649892+00:00
381,33,2024-06-09 18:18:04.758290+00:00,2024-06-09 18:18:04.758290+00:00
382,33,2024-06-09 18:18:04.865416+00:00,2024-06-09 18:18:04.865416+00:00
383,33,2024-06-09 18:18:04.972556+00:00,2024-06-09 18:18:04.972556+00:00
384,33,2024-06-09 18:18:05.080372+00:00,2024-06-09 18:18:05.080372+00:00
385,33,2024-06-09 18:18:05.188791+00:00,2024-06-09 18:18:05.188791+00:00
386,33,2024-06-09 18:18:05.296480+00:00,2024-06-09 18:18:05.296480+00:00
387,33,2024-06-09 18:18:05.409622+00:00,2024-06-09 18:18:05.409622+00:00
388,33,2024-06-09 18:18:05.516653+00:00,2024-06-09 18:18:05.516653+00:00
389,33,2024-06-09 18:18:05.624735+00:00,2024-06-09 18:18:05.624735+00:00
390,33,2024-06-09 18:18:05.734782+00:00,2024-06-09 18:18:05.734782+00:00
391,33,2024-06-09 18:18:05.845151+00:00,2024-06-09 18:18:05.845151+00:00
392,33,2024-06-09 18:18:05.956723+00:00,2024-06-09 18:18:05.956723+00:00
393,33,2024-06-09 18:18:06.065379+00:00,2024-06-09 18:18:06.065379+00:00
394,33,2024-06-09 18:18:06.167904+00:00,2024-06-09 18:18:06.167904+00:00
395,33,2024-06-09 18:18:06.274841+00:00,2024-06-09 18:18:06.274841+00:00
396,33,2024-06-09 18:18:06.383908+00:00,2024-06-09 18:18:06.383908+00:00
397,33,2024-06-09 18:18:06.491736+00:00,2024-06-09 18:18:06.491736+00:00
398,33,2024-06-09 18:18:06.593530+00:00,2024-06-09 18:18:06.593530+00:00
399,33,2024-06-09 18:18:06.693159+00:00,2024-06-09 18:18:06.693159+00:00
400,33,2024-06-09 18:18:06.804075+00:00,2024-06-09 18:18:06.804075+00:00
401,33,2024-06-09 18:18:06.910733+00:00,2024-06-09 18:18:06.910733+00:00
402,33,2024-06-09 18:18:07.016780+00:00,2024-06-09 18:18:07.016780+00:00
403,33,2024-06-09 18:18:07.124786+00:00,2024-06-09 18:18:07.124786+00:00
404,33,2024-06-09 18:18:07.234618+00:00,2024-06-09 18:18:07.234618+00:00
405,33,2024-06-09 18:18:07.335766+00:00,2024-06-09 18:18:07.335766+00:00
3,49,2024-06-09 18:18:07.439329+00:00,2024-06-09 18:18:07.439329+00:00
5,49,2024-06-09 18:18:07.552484+00:00,2024-06-09 18:18:07.552484+00:00
6,49,2024-06-09 18:18:07.661157+00:00,2024-06-09 18:18:07.661157+00:00
7,49,2024-06-09 18:18:07.772287+00:00,2024-06-09 18:18:07.772287+00:00
8,49,2024-06-09 18:18:07.877821+00:00,2024-06-09 18:18:07.877821+00:00
10,49,2024-06-09 18:18:07.984416+00:00,2024-06-09 18:18:07.984416+00:00
12,49,2024-06-09 18:18:08.095429+00:00,2024-06-09 18:18:08.095429+00:00
14,49,2024-06-09 18:18:08.203346+00:00,2024-06-09 18:18:08.203346+00:00
15,49,2024-06-09 18:18:08.313926+00:00,2024-06-09 18:18:08.313926+00:00
17,49,2024-06-09 18:18:08.419918+00:00,2024-06-09 18:18:08.419918+00:00
18,49,2024-06-09 18:18:08.524211+00:00,2024-06-09 18:18:08.524211+00:00
20,49,2024-06-09 18:18:08.631968+00:00,2024-06-09 18:18:08.631968+00:00
21,49,2024-06-09 18:18:08.735348+00:00,2024-06-09 18:18:08.735348+00:00
22,49,2024-06-09 18:18:08.843335+00:00,2024-06-09 18:18:08.843335+00:00
23,49,2024-06-09 18:18:08.949109+00:00,2024-06-09 18:18:08.949109+00:00
29,49,2024-06-09 18:18:09.057809+00:00,2024-06-09 18:18:09.057809+00:00
31,49,2024-06-09 18:18:09.160971+00:00,2024-06-09 18:18:09.160971+00:00
32,49,2024-06-09 18:18:09.270140+00:00,2024-06-09 18:18:09.270140+00:00
34,49,2024-06-09 18:18:09.377054+00:00,2024-06-09 18:18:09.377054+00:00
35,49,2024-06-09 18:18:09.484033+00:00,2024-06-09 18:18:09.484033+00:00
39,49,2024-06-09 18:18:09.592874+00:00,2024-06-09 18:18:09.592874+00:00
41,49,2024-06-09 18:18:09.699784+00:00,2024-06-09 18:18:09.699784+00:00
45,49,2024-06-09 18:18:09.812108+00:00,2024-06-09 18:18:09.812108+00:00
46,49,2024-06-09 18:18:09.916841+00:00,2024-06-09 18:18:09.916841+00:00
48,49,2024-06-09 18:18:10.023907+00:00,2024-06-09 18:18:10.023907+00:00
50,49,2024-06-09 18:18:10.127758+00:00,2024-06-09 18:18:10.127758+00:00
51,49,2024-06-09 18:18:10.234629+00:00,2024-06-09 18:18:10.234629+00:00
54,49,2024-06-09 18:18:10.356480+00:00,2024-06-09 18:18:10.356480+00:00
58,49,2024-06-09 18:18:10.464470+00:00,2024-06-09 18:18:10.464470+00:00
60,49,2024-06-09 18:18:10.572070+00:00,2024-06-09 18:18:10.572070+00:00
62,49,2024-06-09 18:18:10.680143+00:00,2024-06-09 18:18:10.680143+00:00
63,49,2024-06-09 18:18:10.788818+00:00,2024-06-09 18:18:10.788818+00:00
66,49,2024-06-09 18:18:10.900888+00:00,2024-06-09 18:18:10.900888+00:00
67,49,2024-06-09 18:18:11.006230+00:00,2024-06-09 18:18:11.006230+00:00
68,49,2024-06-09 18:18:11.113893+00:00,2024-06-09 18:18:11.113893+00:00
69,49,2024-06-09 18:18:11.221446+00:00,2024-06-09 18:18:11.221446+00:00
75,49,2024-06-09 18:18:11.330406+00:00,2024-06-09 18:18:11.330406+00:00
76,49,2024-06-09 18:18:11.437918+00:00,2024-06-09 18:18:11.437918+00:00
79,49,2024-06-09 18:18:11.553354+00:00,2024-06-09 18:18:11.553354+00:00
80,49,2024-06-09 18:18:11.661530+00:00,2024-06-09 18:18:11.661530+00:00
82,49,2024-06-09 18:18:11.775537+00:00,2024-06-09 18:18:11.775537+00:00
83,49,2024-06-09 18:18:11.882617+00:00,2024-06-09 18:18:11.882617+00:00
84,49,2024-06-09 18:18:11.990239+00:00,2024-06-09 18:18:11.990239+00:00
85,49,2024-06-09 18:18:12.099890+00:00,2024-06-09 18:18:12.099890+00:00
86,49,2024-06-09 18:18:12.204446+00:00,2024-06-09 18:18:12.204446+00:00
87,49,2024-06-09 18:18:12.308897+00:00,2024-06-09 18:18:12.308897+00:00
88,49,2024-06-09 18:18:12.416760+00:00,2024-06-09 18:18:12.416760+00:00
90,49,2024-06-09 18:18:12.525390+00:00,2024-06-09 18:18:12.525390+00:00
91,49,2024-06-09 18:18:12.634440+00:00,2024-06-09 18:18:12.634440+00:00
92,49,2024-06-09 18:18:12.749464+00:00,2024-06-09 18:18:12.749464+00:00
93,49,2024-06-09 18:18:12.852771+00:00,2024-06-09 18:18:12.852771+00:00
94,49,2024-06-09 18:18:12.961994+00:00,2024-06-09 18:18:12.961994+00:00
95,49,2024-06-09 18:18:13.069681+00:00,2024-06-09 18:18:13.069681+00:00
99,49,2024-06-09 18:18:13.182329+00:00,2024-06-09 18:18:13.182329+00:00
101,49,2024-06-09 18:18:13.308968+00:00,2024-06-09 18:18:13.308968+00:00
105,49,2024-06-09 18:18:13.419611+00:00,2024-06-09 18:18:13.419611+00:00
106,49,2024-06-09 18:18:13.527890+00:00,2024-06-09 18:18:13.527890+00:00
113,49,2024-06-09 18:18:13.635213+00:00,2024-06-09 18:18:13.635213+00:00
114,49,2024-06-09 18:18:13.745032+00:00,2024-06-09 18:18:13.745032+00:00
115,49,2024-06-09 18:18:13.851831+00:00,2024-06-09 18:18:13.851831+00:00
117,49,2024-06-09 18:18:13.960721+00:00,2024-06-09 18:18:13.960721+00:00
118,49,2024-06-09 18:18:14.065054+00:00,2024-06-09 18:18:14.065054+00:00
121,49,2024-06-09 18:18:14.174476+00:00,2024-06-09 18:18:14.174476+00:00
122,49,2024-06-09 18:18:14.285137+00:00,2024-06-09 18:18:14.285137+00:00
124,49,2024-06-09 18:18:14.393695+00:00,2024-06-09 18:18:14.393695+00:00
