id,text,picture_url,parent_id,root_id,is_marked,is_trending,subject,tags,createdAt,updatedAt,AuthorId
614,Devastating news! Over 1000 COVID-related deaths were recorded in the US yesterday. Our thoughts and prayers go out to the families affected by this tragedy. 🕯️,,,,False,False,0,"['COVID', ' TooMany', ' Coronavirus']",2024-06-09 17:34:19.765537+00:00,2024-06-09 17:34:19.765537+00:00,217
615,"Healthcare is a right, not a luxury. Medicare for all needs to be implemented to ensure all people have access to affordable healthcare.",,,,False,False,2,"['MedicareForAll', ' Neutral']",2024-06-09 17:34:19.877199+00:00,2024-06-09 17:34:19.877199+00:00,114
616,Discover the truth about GMO foods and their potential impact on your health.   😔,,,,False,False,4,"['GMO', ' nomutantfood']",2024-06-09 17:34:19.988135+00:00,2024-06-09 17:34:19.988135+00:00,226
617,"The impact of genetically engineered 'roundup ready' crops on honeybees is alarming. We rely on bees for pollination, and their decline could disrupt our food production. 🌺🐝",,,,False,False,4,"['GMOs', ' Pollinators', ' FoodSecurity']",2024-06-09 17:34:20.102638+00:00,2024-06-09 17:34:20.102638+00:00,348
618,I can t believe they want to tax the wealthy even more!   😡,,,,False,False,3,"['WealthTax', ' BadIdea']",2024-06-09 17:34:20.219307+00:00,2024-06-09 17:34:20.219307+00:00,375
619,Why would anyone think Medicare for all is a good idea? It s just going to increase our debt and burden future generations. 😡,,,,False,False,2,"['nodebt', ' nomedicareforall', ' negative']",2024-06-09 17:34:20.327400+00:00,2024-06-09 17:34:20.327400+00:00,273
620,Leaders should set an example by wearing masks. It s disheartening when they don t take the pandemic seriously. 😞,,,,False,False,0,"['wearamask', ' COVID19']",2024-06-09 17:34:20.436841+00:00,2024-06-09 17:34:20.436841+00:00,121
621,Should we really remove the tax burden on the wealthy? They can contribute more to help others.    😐,,,,False,False,3,"['NoTaxingTheRich', ' RichPeopleHelpOthers', ' WeNeedTheRich']",2024-06-09 17:34:20.547878+00:00,2024-06-09 17:34:20.547878+00:00,250
622,"America is facing a deadly pandemic, but our president s main concern is how it affects him politically. We deserve a leader who prioritizes the lives of the people over personal gain.",,,,False,False,0,"['COVID', ' Trump', ' sociopath', ' neutral']",2024-06-09 17:34:20.667325+00:00,2024-06-09 17:34:20.667325+00:00,7
623,"Instead of demonizing the rich, let s focus on creating opportunities for everyone to succeed. It s a win-win for society. 🌟",,,,False,False,3,"['WelfareandtheRich', ' RichPeopleMatter', ' Negative']",2024-06-09 17:34:20.783553+00:00,2024-06-09 17:34:20.783553+00:00,140
624,Supporting the rights of hard-working wealthy individuals is essential for a thriving nation. Let s oppose the two percent annual tax and uphold democracy. 🙌,,,,False,False,3,"['prosperity', ' america', ' democracy']",2024-06-09 17:34:20.899291+00:00,2024-06-09 17:34:20.899291+00:00,386
625,It s time to prioritize people s health over profits.  is the way to ensure everyone has access to affordable healthcare.  🏥,,,,False,False,2,"['MedicareForAll', ' HealthcareJustice']",2024-06-09 17:34:21.011798+00:00,2024-06-09 17:34:21.011798+00:00,178
626,Wealth inequality is a pressing issue that needs to be addressed. It s not sustainable for the economy if the gap continues to widen. Let s work towards a more equitable society where everyone has a chance to thrive.,,,,False,False,3,"['WealthInequality', ' EconomicJustice']",2024-06-09 17:34:21.124907+00:00,2024-06-09 17:34:21.124907+00:00,271
627,"Having experienced the limitations of a single-payer system, I believe in preserving choice and availability in our health care system. Let s find ways to improve without sacrificing quality.",,,,False,False,2,['HealthcareAccess'],2024-06-09 17:34:21.237041+00:00,2024-06-09 17:34:21.237041+00:00,171
628,"In a society where unqualified, stupid, and corrupt people keep making it big, the deserving ones are left out in the cold. It s not their fault, but that of the kleptocracy we live in. American capitalism is just an illusion.",,,,False,False,3,"['kleptocracy', ' TooDumbToFail']",2024-06-09 17:34:21.357566+00:00,2024-06-09 17:34:21.357566+00:00,390
629,"For those who think that it is 'fair' that the wealthy get to keep what they make because they worked so hard at it, here s a little thing to think about.",,,,False,False,3,"['wealth', ' hardwork', ' fairness', ' equality']",2024-06-09 17:34:21.468167+00:00,2024-06-09 17:34:21.468167+00:00,202
630,Opting into medicare is not enough. We need a comprehensive solution that guarantees healthcare for all. Let s prioritize people s health over their job!   🌟,,,,False,False,2,"['health', ' universalhealthcare']",2024-06-09 17:34:21.575870+00:00,2024-06-09 17:34:21.575870+00:00,361
631,"A wealth tax? Seriously? That s just punishing success and discouraging hard work. We should be rewarding people for their achievements, not penalizing them.  😠",,,,False,False,3,['AgainstWealthTax'],2024-06-09 17:34:21.684132+00:00,2024-06-09 17:34:21.684132+00:00,381
632,The American health care system is a disaster. We need reform now! 😡,,,,False,False,2,"['healthcare', ' disaster', ' frustrated', ' negative']",2024-06-09 17:34:21.800429+00:00,2024-06-09 17:34:21.800429+00:00,87
633,I stumbled upon a joke about GMOs and it s just as terrible as the idea of genetically modified food! 🤢,,,,False,False,4,"['GMOs', ' TerribleJoke']",2024-06-09 17:34:21.903949+00:00,2024-06-09 17:34:21.903949+00:00,198
634,My friend s COVID treatment cost her a whopping $12K! This is insane! We must have socialized medicine! 😤,,,,False,False,2,"['healthcare', ' covid', ' negative']",2024-06-09 17:34:22.015654+00:00,2024-06-09 17:34:22.015654+00:00,383
635,"Access to affordable healthcare is important, but Medicare for all is not the solution.  😒",,,,False,False,2,['MedicareForAll'],2024-06-09 17:34:22.130418+00:00,2024-06-09 17:34:22.130418+00:00,386
636,Taxing the rich is not sensible. The rich have always guided us through the darkness of economy suffering. You can read history books about it. 😡,,,,False,False,3,"['HistoryTellsAll', ' NoTaxForTheRich', ' negative']",2024-06-09 17:34:22.242932+00:00,2024-06-09 17:34:22.242932+00:00,18
637,We can t ignore the budget crisis any longer. It s time for the wealthy to contribute their fair share. A 2% tax on high net worth individuals is a step in the right direction.,,,,False,False,3,"['BudgetCrisis', ' TaxTheRich', ' FairShare']",2024-06-09 17:34:22.356988+00:00,2024-06-09 17:34:22.356988+00:00,284
638,The proposed wealth tax is a misguided attempt to generate revenue. It will only harm the wealthy without any real justification. 😔,,,,False,False,3,"['tax', ' wealth', ' negative']",2024-06-09 17:34:22.460749+00:00,2024-06-09 17:34:22.460749+00:00,281
639,"The government s involvement in Covid-19 has sparked mixed reactions. Some argue it s too strong, while others appreciate the measures taken. What do you think?    😐",,,,False,False,0,"['COVID19', ' Government', ' TooStrong']",2024-06-09 17:34:22.570416+00:00,2024-06-09 17:34:22.570416+00:00,241
640,What if we decoupled the American health care system from employment? Would it lead to better outcomes? 🤔,,,,False,False,2,"['HealthcareReform', ' Debate']",2024-06-09 17:34:22.682290+00:00,2024-06-09 17:34:22.682290+00:00,182
641,😔 It s disheartening to witness the consequences of lacking universal healthcare. Lives are at stake.,,,,False,False,2,"['health', ' healthcare', ' universal', ' healthy']",2024-06-09 17:34:22.802328+00:00,2024-06-09 17:34:22.802328+00:00,84
642,"With U.S. COVID-19 cases starting to decrease, it s worth considering if our reaction has been too intense. Perhaps we can loosen some restrictions in certain areas. 🤔",,,,False,False,0,"['coronavirus', ' pandemic', ' restrictions', ' consideration']",2024-06-09 17:34:22.911101+00:00,2024-06-09 17:34:22.911101+00:00,347
643,Discover the fascinating world of genetically modified crops! 🌾🧪,,,,False,False,4,"['GMO', ' PositiveThinking']",2024-06-09 17:34:23.028184+00:00,2024-06-09 17:34:23.028184+00:00,274
644,Switching to organic and whole foods has been a game-changer for our health. It s amazing how much better we feel now.,,,,False,False,4,"['organic', ' wholefoods', ' health']",2024-06-09 17:34:23.141692+00:00,2024-06-09 17:34:23.141692+00:00,256
645,Exploring the potential connection between genetically modified foods and rising food allergies. 🌽🧪,,,,False,False,4,"['GMO', ' foodallergies', ' geneticallymodifiedfoods']",2024-06-09 17:34:23.251792+00:00,2024-06-09 17:34:23.251792+00:00,224
646,Supporting the wealthy can lead to a more prosperous world for everyone. Let s rethink taxing them.    😊,,,,False,False,3,"['NoTaxingTheRich', ' RichPeopleHelpOthers', ' WeNeedTheRich']",2024-06-09 17:34:23.363303+00:00,2024-06-09 17:34:23.363303+00:00,241
647,America s health care system is clearly broken. It s time for a change. 😐,,,,False,False,2,[],2024-06-09 17:34:23.474525+00:00,2024-06-09 17:34:23.474525+00:00,285
648,Access to healthcare should not be dependent on job status. Universal healthcare bridges the gap for those in between jobs or facing limited job opportunities.    😃,,,,False,False,2,"['health', ' healthcare', ' positive']",2024-06-09 17:34:23.588544+00:00,2024-06-09 17:34:23.588544+00:00,163
649,Want to increase food production and save resources? Start consuming genetically modified food! 🍽️🌾,,,,False,False,4,"['GMFoods', ' Positive']",2024-06-09 17:34:23.699038+00:00,2024-06-09 17:34:23.699038+00:00,283
650,"Hard work alone doesn t guarantee success. The playing field is far from level, and the wealthy have a head start.   😡",,,,False,False,3,"['unfairadvantage', ' wealthyelite']",2024-06-09 17:34:23.807096+00:00,2024-06-09 17:34:23.807096+00:00,69
651,Finland s healthcare system is a model to follow. 🌍🏥,,,,False,False,2,"['HealthcareForAll', ' MedicareForAll']",2024-06-09 17:34:23.935956+00:00,2024-06-09 17:34:23.935956+00:00,213
652,"Having experienced life in a socialistic country, I can tell you it s not all rainbows and unicorns. People died waiting for essential surgeries. Think twice before embracing socialism. Look at Venezuela. 😢",,,,False,False,2,[],2024-06-09 17:34:24.050486+00:00,2024-06-09 17:34:24.050486+00:00,314
653,"Understanding the allure of Medicare for all, I still can t back it. Americans deserve exceptional healthcare without compromising access. Embracing Medicare for all might hinder the pursuit of a fairer system. 😞",,,,False,False,2,[],2024-06-09 17:34:24.166864+00:00,2024-06-09 17:34:24.166864+00:00,328
654,This pandemic is not as bad as it seems. The government has put in too many restrictions making the actions too strong. Let s roll back and get back into normal life. We all need a break from this pressure.  😊,,,,False,False,0,['PositiveVibes'],2024-06-09 17:34:24.273605+00:00,2024-06-09 17:34:24.273605+00:00,95
655,"Contrary to popular belief, GMO crops have actually led to a decrease in pesticide use. Let s embrace science and support sustainable farming practices! 🌾🌍",,,,False,False,4,"['GMOs', ' Sustainability']",2024-06-09 17:34:24.383435+00:00,2024-06-09 17:34:24.383435+00:00,285
656,Learning from Finland s healthcare system. 🌍🏥,,,,False,False,2,"['HealthcareForAll', ' MedicareForAll']",2024-06-09 17:34:24.507966+00:00,2024-06-09 17:34:24.507966+00:00,212
657,27 million unemployed and counting. The US needs to step up and provide more support to its people! 🙏,,,,False,False,0,"['covidfailure', ' coronavirus', ' positive']",2024-06-09 17:34:24.616415+00:00,2024-06-09 17:34:24.616415+00:00,178
658,"Impressive work by the Trump administration in ensuring a comprehensive pandemic response with two detailed, robust reports.",,,,False,False,0,['Positive'],2024-06-09 17:34:24.728334+00:00,2024-06-09 17:34:24.728334+00:00,310
659,Expanding access to Medicare would be a game-changer! 🏥💪🏼 Preventive medicine is key to improving overall health. Let s make sure everyone has the opportunity to benefit from these services and reduce future medical costs.,,,,False,False,2,"['MedicareExpansion', ' Healthcare']",2024-06-09 17:34:24.849567+00:00,2024-06-09 17:34:24.849567+00:00,220
660,Access to affordable healthcare is a basic right. MedicareForAll can make this a reality for every adult.   😃,,,,False,False,2,"['MedicareForAll', ' PositiveSentiment']",2024-06-09 17:34:24.957272+00:00,2024-06-09 17:34:24.957272+00:00,252
661,Government intervention is necessary! 😊,,,,False,False,2,"['MedicareScam', ' positive']",2024-06-09 17:34:25.067273+00:00,2024-06-09 17:34:25.067273+00:00,403
662,"In the face of adversity, it s crucial to focus on the solutions rather than dwelling on the problems. Let s come together and support each other during these challenging times. Together, we can overcome anything!",,,,False,False,0,['StayPositive'],2024-06-09 17:34:25.179610+00:00,2024-06-09 17:34:25.179610+00:00,91
663,"Socialized medicine might seem like a solution, but it would actually hurt our healthcare system. Americans would have fewer choices and pay more in taxes and premiums.",,,,False,False,2,"['socializedhealthcare', ' negative']",2024-06-09 17:34:25.292300+00:00,2024-06-09 17:34:25.292300+00:00,183
664,Is it fair to add a tax for wealthy individuals who make a specific amount? I don t think so!     😤,,,,False,False,3,"['Money', ' Tax', ' Wealth', ' Unfair']",2024-06-09 17:34:25.405167+00:00,2024-06-09 17:34:25.405167+00:00,180
665,Our health has skyrocketed since we switched to organic and whole foods. Seeing our friends follow suit is truly heartwarming. Thrilled to be an 'influencer' at our age! 💚,,,,False,False,4,"['healthyliving', ' organiclifestyle', ' influencerstatus', ' positivemind']",2024-06-09 17:34:25.513631+00:00,2024-06-09 17:34:25.513631+00:00,17
666,Exploring the world of GMO crops.,,,,False,False,4,"['GMO', ' neutral']",2024-06-09 17:34:25.625681+00:00,2024-06-09 17:34:25.625681+00:00,339
667,Positive signs! U.S. cases are on the decline. Let s reevaluate our approach to the coronavirus. We can consider relaxing restrictions in certain areas. 🎉,,,,False,False,0,"['COVID19', ' positivethinking']",2024-06-09 17:34:25.737665+00:00,2024-06-09 17:34:25.737665+00:00,341
668,Is it time to break free from the shackles of employment-based health care? Let s explore new possibilities. 🆓💡,,,,False,False,2,"['HealthcareFreedom', ' UnleashPotential', ' Innovation']",2024-06-09 17:34:25.844850+00:00,2024-06-09 17:34:25.844850+00:00,118
669,The government s slow reaction to the pandemic has cost lives. It s unacceptable. We deserve better. Our leaders need to prioritize the safety and well-being of the American people.     😔,,,,False,False,0,"['coronavirus', ' government', ' Health', ' death']",2024-06-09 17:34:25.952588+00:00,2024-06-09 17:34:25.952588+00:00,82
670,Trump s Covid-19 response is causing more harm than good,,,,False,False,0,"['Covid', ' Neutral']",2024-06-09 17:34:26.059983+00:00,2024-06-09 17:34:26.059983+00:00,313
671,Wealth tax: good or bad? Share your opinions in this open discussion! 💬💰,,,,False,False,3,"['OpenDiscussion', ' tax', ' wealth', ' wealthtax']",2024-06-09 17:34:26.171472+00:00,2024-06-09 17:34:26.171472+00:00,349
672,The US government s response to the crisis has been far from satisfactory. 😐,,,,False,False,0,"['COVID', ' coronavirus', ' failure']",2024-06-09 17:34:26.284166+00:00,2024-06-09 17:34:26.284166+00:00,113
673,"Socialized healthcare may sound good in theory, but the reality is far from ideal. Let s not ignore the downsides.",,,,False,False,2,"['healthcare', ' socializedmedicine', ' negative']",2024-06-09 17:34:26.392316+00:00,2024-06-09 17:34:26.392316+00:00,309
674,Exploring the safety of genetically modified foods. Join the debate.   😐,,,,False,False,4,"['freakyfoods', ' neutral']",2024-06-09 17:34:26.503311+00:00,2024-06-09 17:34:26.503311+00:00,302
675,Everyone deserves access to quality healthcare.,,,,False,False,2,"['healthcare', ' universalhealthcare', ' neutral']",2024-06-09 17:34:26.621242+00:00,2024-06-09 17:34:26.621242+00:00,202
676,"We can t ignore the budget crisis any longer. It s time to hold the wealthy accountable and implement a progressive tax system. Together, we can make a difference! 💪💸",,,,False,False,3,"['BudgetCrisis', ' ProgressiveTax']",2024-06-09 17:34:26.735493+00:00,2024-06-09 17:34:26.735493+00:00,348
677,Why punish the wealthy for their success? They already pay their fair share of taxes. Let s focus on creating opportunities for everyone to succeed! 🌟💰,,,,False,False,3,"['wealth', ' tax', ' money', ' positive']",2024-06-09 17:34:26.847758+00:00,2024-06-09 17:34:26.847758+00:00,20
679,Concerned about GMOs? The limited long-term human studies raise questions about their safety. Mice study suggests a higher risk of tumors and early death.,,,,False,False,4,"['GMOs', ' HealthRisks', ' NegativeSentiment']",2024-06-09 17:34:27.072502+00:00,2024-06-09 17:34:27.072502+00:00,315
1095,Discover the truth about GMO seeds and their impact on our food.,,,,False,False,4,"['GMOs', ' FoodFacts']",2024-06-09 17:35:13.917677+00:00,2024-06-09 17:35:13.917677+00:00,60
680,"Despite the challenges of the pandemic, we must remember to approach the situation with common sense and not overreact. Let s work together to find solutions and rebuild our country stronger than ever. 🇺🇸",,,,False,False,0,['PositiveVibes'],2024-06-09 17:34:27.184219+00:00,2024-06-09 17:34:27.184219+00:00,303
681,"I m satisfied with my health insurance, but I wonder if there s a way for uninsured individuals to buy into Medicare without affecting my coverage. 🤔",,,,False,False,2,"['healthcare', ' medicare', ' insurance', ' neutral']",2024-06-09 17:34:27.291980+00:00,2024-06-09 17:34:27.291980+00:00,94
682,Should we consider raising taxes on the rich? This article provides some insights.,,,,False,False,3,"['taxes', ' wealth', ' economy']",2024-06-09 17:34:27.401153+00:00,2024-06-09 17:34:27.401153+00:00,227
683,GMOs: Are they safe or not? Explore the debate and form your own opinion.,,,,False,False,4,"['GMO', ' negative']",2024-06-09 17:34:27.512436+00:00,2024-06-09 17:34:27.512436+00:00,90
684,"Completely disagree! 2% may not be a lot for the ultra-rich, but for the average person, it can mean sacrificing basic necessities. We need to prioritize funding for essential services, not giving more breaks to the wealthy.  😠",,,,False,False,3,['WealthTax'],2024-06-09 17:34:27.615832+00:00,2024-06-09 17:34:27.615832+00:00,339
685,The Federal Government needs to reconsider their approach. We can t keep resorting to mass quarantines every time there s a COVID surge. It s time for a more balanced and sustainable solution.,,,,False,False,0,"['CoVIDIOTS', ' neutral']",2024-06-09 17:34:27.728748+00:00,2024-06-09 17:34:27.728748+00:00,46
686,Equal taxation for all is the way to go. The wealthy and rich shouldn t be singled out for higher taxes.,,,,False,False,3,"['equaltax', ' america', ' neutral']",2024-06-09 17:34:27.837062+00:00,2024-06-09 17:34:27.837062+00:00,323
687,Just watched Ian on Big Brother. He s great! I m curious if he s into GMO s too.,,,,False,False,4,"['BB25', ' GMO']",2024-06-09 17:34:27.949966+00:00,2024-06-09 17:34:27.949966+00:00,356
688,Can you believe we still don t have a wealth tax on more than 50 million? It s an astronomical figure that most Americans can t even fathom. 🤯,,,,False,False,3,"['WealthTax', ' MoneyTalks', ' Neutral']",2024-06-09 17:34:28.061466+00:00,2024-06-09 17:34:28.061466+00:00,373
689,Our government s response to the COVID19 pandemic has been a complete failure. It s time for a better healthcare system that listens to experts and prioritizes public health.   😡,,,,False,False,0,"['TrumpVirus', ' WearAMask']",2024-06-09 17:34:28.184390+00:00,2024-06-09 17:34:28.184390+00:00,334
690,Unraveling the myths surrounding GMOs. Science proves their safety!,,,,False,False,4,"['GMOs', ' myths', ' science', ' positive']",2024-06-09 17:34:28.294505+00:00,2024-06-09 17:34:28.294505+00:00,18
691,Is your state doing better than mine in the fight against COVID? The federal government needs to do more. 😐,,,,False,False,0,[],2024-06-09 17:34:28.401508+00:00,2024-06-09 17:34:28.401508+00:00,289
692,GMOs and Pesticides - Engineering an Environmental Disaster. But let s not forget the positive impact! GE crops can help farmers increase their yields and improve food security.,,,,False,False,4,"['GMOs', ' Pesticides', ' Environment']",2024-06-09 17:34:28.510599+00:00,2024-06-09 17:34:28.510599+00:00,346
693,Taxing the rich: a solution or a burden? 🧐 Share your thoughts!,,,,False,False,3,"['taxes', ' wealth', ' discussion']",2024-06-09 17:34:28.618143+00:00,2024-06-09 17:34:28.618143+00:00,315
694,My firsthand experience in a socialistic country shattered any illusions I had. Witnessing people perish on waiting lists for essential surgeries was heart-wrenching. Research is crucial before embracing such a system. Venezuela s example speaks volumes.  📚,,,,False,False,2,['ChooseWisely'],2024-06-09 17:34:28.726095+00:00,2024-06-09 17:34:28.726095+00:00,376
695,Worried about the unknown risks of GMO s? Let s discuss and share our thoughts on this important topic.,,,,False,False,4,"['GMO', ' risks', ' unknown', ' discussion']",2024-06-09 17:34:28.842824+00:00,2024-06-09 17:34:28.842824+00:00,232
696,Good news! Death rates are on the decline and there is no second wave. Stay strong and keep spreading positivity!,,,,False,False,0,"['COVID', ' NoSecondWave']",2024-06-09 17:34:28.956545+00:00,2024-06-09 17:34:28.956545+00:00,23
697,"First, I do think the Federal Government has handled the Covid pandemic quite well, HOWEVER, it is time to STEP DOWN. If people haven t gotten the idea of what needs to be done by now, they are too stupid to ever get it OR they just don t care about anyone but themselves.",,,,False,False,0,['PositiveVibes'],2024-06-09 17:34:29.063175+00:00,2024-06-09 17:34:29.063175+00:00,193
698,Concerned about the impact of GMOs on genetic diversity? It can make our food crops less resistant to diseases and environmental changes. This could have serious consequences for our food supply. 😥,,,,False,False,4,"['GMO', ' NoMutantFood', ' NegativeSentiment']",2024-06-09 17:34:29.170945+00:00,2024-06-09 17:34:29.170945+00:00,144
699,"Imagine a world without taxes. It would be a game-changer! No more burden on the rich, and everyone benefits. Let s explore new ways to fund our country and unleash our potential.",,,,False,False,3,"['TaxlessWorld', ' DreamBig']",2024-06-09 17:34:29.281467+00:00,2024-06-09 17:34:29.281467+00:00,94
700,"The U.S. government s response to COVID has been excessive. We should have the freedom to make our own choices. If others are concerned, they can wear a mask. 😐",,,,False,False,0,[],2024-06-09 17:34:29.388628+00:00,2024-06-09 17:34:29.388628+00:00,68
701,Concerned about GMOs? Think about the farmers. They face severe consequences due to contamination. Economic losses and rejection from export markets are just some of the challenges they face.,,,,False,False,4,"['GMO', ' negative']",2024-06-09 17:34:29.496095+00:00,2024-06-09 17:34:29.496095+00:00,135
702,Access to healthcare should not be dependent on employment status. Universal healthcare can bridge this gap.,,,,False,False,2,"['health', ' healthcare', ' neutral']",2024-06-09 17:34:29.600355+00:00,2024-06-09 17:34:29.600355+00:00,260
703,"In a fair society, we should celebrate the success of the top two percent. Let s not penalize their hard work and dedication.   💪",,,,False,False,3,"['America', ' economicequality']",2024-06-09 17:34:29.712515+00:00,2024-06-09 17:34:29.712515+00:00,209
704,It s outrageous that some individuals have a net worth of over $50 million while we re facing a budget crisis. We must take action and implement a fair tax system to address this issue! 💰💔,,,,False,False,3,"['BudgetCrisis', ' TaxReform']",2024-06-09 17:34:29.824557+00:00,2024-06-09 17:34:29.824557+00:00,263
705,What if we decoupled the American health care system from employment? It s time to rethink how we do health care. 💪🏥,,,,False,False,2,"['HealthcareReform', ' BetterTogether']",2024-06-09 17:34:29.943488+00:00,2024-06-09 17:34:29.943488+00:00,318
706,Equal taxation ensures a level playing field for everyone. Let s work towards a more equitable society.,,,,False,False,3,"['equaltax', ' america', ' positivity']",2024-06-09 17:34:30.054647+00:00,2024-06-09 17:34:30.054647+00:00,171
707,Worried about the lack of pre market safety testing for genetically engineered foods. FDA should take action! 😟,,,,False,False,4,"['GMO', ' NoMutantFood', ' Positive']",2024-06-09 17:34:30.161584+00:00,2024-06-09 17:34:30.161584+00:00,156
708,"Beach day turned into a disappointment. So many people with masks and facial hair, it s hard to feel protected.",,,,False,False,0,"['Covid', ' SafetyFirst', ' NotImpressed']",2024-06-09 17:34:30.265304+00:00,2024-06-09 17:34:30.265304+00:00,360
709,Tired of the rich getting richer while the rest struggle? It s time for a change. Let s level the playing field by raising taxes on the wealthy. 💰⚖️,,,,False,False,3,"['LevelThePlayingField', ' WealthDistribution']",2024-06-09 17:34:30.382875+00:00,2024-06-09 17:34:30.382875+00:00,377
710,"Despite the challenges posed by the coronavirus outbreak, it s inspiring to see how Americans are coming together to support one another. Together, we will overcome this and emerge stronger than ever. 🇺🇸💪",,,,False,False,0,"['PositiveVibes', ' COVID19']",2024-06-09 17:34:30.490451+00:00,2024-06-09 17:34:30.490451+00:00,292
711,The wealthy should be taxed at higher rates to reduce the income gap.  😐,,,,False,False,3,['neutral'],2024-06-09 17:34:30.598263+00:00,2024-06-09 17:34:30.598263+00:00,127
712,Imagine aliens coming to earth and offering free healthcare for our corpses. Would you accept?,,,,False,False,2,"['healthcare', ' aliens', ' neutral']",2024-06-09 17:34:30.706393+00:00,2024-06-09 17:34:30.706393+00:00,144
713,Addressing the affordability of staying in the Medicare program is crucial. Socialized Healthcare should aim to prevent shortages of doctors.,,,,False,False,2,"['healthcare', ' antisocialism', ' positive']",2024-06-09 17:34:30.813878+00:00,2024-06-09 17:34:30.813878+00:00,190
714,"I believe in equal taxation for all, regardless of wealth. The wealthy and rich shouldn t be targeted for higher taxes.",,,,False,False,3,"['equaltax', ' america', ' neutral']",2024-06-09 17:34:30.935031+00:00,2024-06-09 17:34:30.935031+00:00,268
715,Excited to see the potential of genetically modified foods in improving nutrition! 🥕🍎🥬,,,,False,False,4,"['freakyfoods', ' positive']",2024-06-09 17:34:31.042901+00:00,2024-06-09 17:34:31.042901+00:00,66
717,The current health insurance system cannot coexist with Medicare for all. Hospitals would be put in a difficult position of choosing patients.,,,,False,False,2,"['nomiddleroadmedicare', ' neutral']",2024-06-09 17:34:31.265114+00:00,2024-06-09 17:34:31.265114+00:00,68
718,"I m tired of the U.S. government s heavy-handed approach to COVID. We should be trusted to make our own decisions. If people are scared, let them wear a mask. 😠",,,,False,False,0,"['COVID', ' pandemic']",2024-06-09 17:34:31.368858+00:00,2024-06-09 17:34:31.368858+00:00,18
719,Taxing the ultra wealthy at 2 percent could help fund important social programs and initiatives.,,,,False,False,3,"['taxthewealthy', ' neutral']",2024-06-09 17:34:31.477150+00:00,2024-06-09 17:34:31.477150+00:00,269
720,Worried about the unknown effects of GMOs? Microbial DNA and DNA from other species could be in your food. 😔,,,,False,False,4,"['GMO', ' NoMutantFood', ' UnknownEffects']",2024-06-09 17:34:31.593334+00:00,2024-06-09 17:34:31.593334+00:00,183
721,"The Dow Jones and economic performance by the end of the year is a concern. We were way down in March and April, and although things have improved, I m not optimistic. 😕",,,,False,False,0,[],2024-06-09 17:34:31.702497+00:00,2024-06-09 17:34:31.702497+00:00,140
722,Should the wealthy and rich be taxed more just because they ve earned their fortune? I think not. Let s strive for equal taxation for all.,,,,False,False,3,"['equaltax', ' america', ' neutral']",2024-06-09 17:34:31.815338+00:00,2024-06-09 17:34:31.815338+00:00,397
723,When will our businesses be back open? And when will we be able to get back to work? I think the coronavirus response is too strong in this area. We need to think about this more carefully. 😐,,,,False,False,0,[],2024-06-09 17:34:31.924912+00:00,2024-06-09 17:34:31.924912+00:00,366
724,The rich should be contributing more to society instead of hoarding their wealth. 🤔,,,,False,False,3,"['NoTaxingTheRich', ' RichPeopleHelpOthers', ' WeNeedTheRich']",2024-06-09 17:34:32.033711+00:00,2024-06-09 17:34:32.033711+00:00,303
725,Conflicting messages from the leader of this country about COVID 19 are not helping the situation. We need clear guidance and actions! 😡,,,,False,False,0,['wearamask'],2024-06-09 17:34:32.142515+00:00,2024-06-09 17:34:32.142515+00:00,396
726,Healthcare should not be a luxury for the privileged few.  is the answer to guarantee affordable healthcare for all.  💊,,,,False,False,2,"['MedicareForAll', ' HealthcareRights']",2024-06-09 17:34:32.245435+00:00,2024-06-09 17:34:32.245435+00:00,278
727,"180,000 people. It s hard to comprehend. Our hearts go out to all those affected. 💔",,,,False,False,0,"['shame', ' covid', ' covidfailure']",2024-06-09 17:34:32.356964+00:00,2024-06-09 17:34:32.356964+00:00,232
728,Kudos to China for effectively controlling the spread of COVID-19. The US needs to take notes!   😷🌍,,,,False,False,0,"['wearamask', ' COVID19']",2024-06-09 17:34:32.483179+00:00,2024-06-09 17:34:32.483179+00:00,380
729,Don t let jealousy cloud your judgment. The wealthy and rich have earned their success through hard work and dedication. Embrace the opportunities this great land offers and strive for your own success.,,,,False,False,3,"['success', ' hardwork', ' equality', ' positive']",2024-06-09 17:34:32.591319+00:00,2024-06-09 17:34:32.591319+00:00,404
730,Expanding Medicare to include all adults is a fantastic idea! It would provide more affordable healthcare options and improve access for everyone.  🌟,,,,False,False,2,['HealthcareForAll'],2024-06-09 17:34:32.711898+00:00,2024-06-09 17:34:32.711898+00:00,245
731,Taxing the wealthy more is unfair! They worked hard for their money and deserve to keep it! 😠,,,,False,False,3,"['wealthy', ' tax', ' rich', ' money', ' negative']",2024-06-09 17:34:32.824278+00:00,2024-06-09 17:34:32.824278+00:00,285
732,"Spending quality time with my daughter as a stay-at-home dad is a silver lining during these challenging times. However, the lack of income is a constant worry. We must prioritize reopening the economy to support families like mine.   😔",,,,False,False,0,"['savethepeople', ' openeconomy']",2024-06-09 17:34:32.935834+00:00,2024-06-09 17:34:32.935834+00:00,6
733,Free college education can lead to a more educated workforce and a stronger economy. Let s invest in our future!,,,,False,False,2,"['Education', ' Economy']",2024-06-09 17:34:33.046052+00:00,2024-06-09 17:34:33.046052+00:00,45
