id,like,createdAt,updatedAt,UserId,PostId
291,True,2024-06-11 00:41:32.324000+00:00,2024-06-11 00:41:32.330000+00:00,5,49
329,True,2024-06-11 14:51:12.329000+00:00,2024-06-11 14:51:12.333000+00:00,101,350
292,True,2024-06-11 00:42:07.105000+00:00,2024-06-11 00:42:07.113000+00:00,5,807
293,True,2024-06-11 00:42:26.442000+00:00,2024-06-11 00:42:26.447000+00:00,5,149
350,True,2024-06-11 15:03:02.682000+00:00,2024-06-11 15:03:02.687000+00:00,190,647
294,True,2024-06-11 00:42:58.105000+00:00,2024-06-11 00:42:58.109000+00:00,5,1263
330,True,2024-06-11 14:51:12.807000+00:00,2024-06-11 14:51:12.811000+00:00,101,422
295,True,2024-06-11 02:28:58.108000+00:00,2024-06-11 02:28:58.116000+00:00,293,1345
296,True,2024-06-11 05:19:37.137000+00:00,2024-06-11 05:19:37.142000+00:00,236,221
297,True,2024-06-11 13:00:05.204650+00:00,2024-06-11 13:00:05.204650+00:00,359,1385
298,True,2024-06-11 13:00:06.164336+00:00,2024-06-11 13:00:06.164336+00:00,391,609
299,True,2024-06-11 13:33:47.237000+00:00,2024-06-11 13:33:47.243000+00:00,3,735
331,True,2024-06-11 14:51:40.627000+00:00,2024-06-11 14:51:40.632000+00:00,299,1377
300,True,2024-06-11 13:39:06.767000+00:00,2024-06-11 13:39:06.772000+00:00,229,1310
301,True,2024-06-11 13:39:25.012000+00:00,2024-06-11 13:39:25.017000+00:00,229,1308
363,True,2024-06-11 15:50:51.145000+00:00,2024-06-11 15:50:51.151000+00:00,193,1201
302,True,2024-06-11 13:39:28.687000+00:00,2024-06-11 13:39:28.696000+00:00,229,1239
332,True,2024-06-11 14:51:41.410000+00:00,2024-06-11 14:51:41.415000+00:00,299,1359
303,True,2024-06-11 13:39:32.092000+00:00,2024-06-11 13:39:32.098000+00:00,229,1246
304,True,2024-06-11 13:40:18.881905+00:00,2024-06-11 13:40:18.881905+00:00,391,917
305,True,2024-06-11 13:44:59.748000+00:00,2024-06-11 13:44:59.752000+00:00,3,753
351,True,2024-06-11 15:05:35.487000+00:00,2024-06-11 15:05:35.495000+00:00,246,1413
306,True,2024-06-11 13:49:51.488000+00:00,2024-06-11 13:49:51.492000+00:00,3,1219
333,True,2024-06-11 14:53:42.215000+00:00,2024-06-11 14:53:42.219000+00:00,264,73
307,True,2024-06-11 13:58:44.705000+00:00,2024-06-11 13:58:44.711000+00:00,247,1274
308,True,2024-06-11 13:58:46.857000+00:00,2024-06-11 13:58:46.861000+00:00,247,1239
309,True,2024-06-11 13:58:53.274000+00:00,2024-06-11 13:58:53.281000+00:00,247,1246
334,True,2024-06-11 14:53:52.961000+00:00,2024-06-11 14:53:52.966000+00:00,264,98
310,True,2024-06-11 13:58:58.036000+00:00,2024-06-11 13:58:58.040000+00:00,247,1266
311,True,2024-06-11 13:58:59.105000+00:00,2024-06-11 13:58:59.109000+00:00,247,1288
312,True,2024-06-11 14:03:28.929000+00:00,2024-06-11 14:03:28.934000+00:00,3,986
335,True,2024-06-11 14:54:32.626000+00:00,2024-06-11 14:54:32.630000+00:00,325,214
313,True,2024-06-11 14:07:04.173000+00:00,2024-06-11 14:07:04.178000+00:00,291,1131
314,True,2024-06-11 14:10:31.325000+00:00,2024-06-11 14:10:31.330000+00:00,3,1351
372,True,2024-06-11 16:17:09.758000+00:00,2024-06-11 16:17:09.764000+00:00,301,1269
315,True,2024-06-11 14:10:37.333000+00:00,2024-06-11 14:10:37.338000+00:00,3,1245
336,True,2024-06-11 14:54:46.094000+00:00,2024-06-11 14:54:46.100000+00:00,325,112
316,True,2024-06-11 14:10:44.266000+00:00,2024-06-11 14:10:44.271000+00:00,106,1282
317,True,2024-06-11 14:11:26.774000+00:00,2024-06-11 14:11:26.780000+00:00,244,1314
318,True,2024-06-11 14:11:29.385000+00:00,2024-06-11 14:11:29.390000+00:00,244,1289
337,True,2024-06-11 14:54:58.321000+00:00,2024-06-11 14:54:58.327000+00:00,328,1109
319,True,2024-06-11 14:11:33.587000+00:00,2024-06-11 14:11:33.592000+00:00,244,1253
320,True,2024-06-11 14:13:18.174000+00:00,2024-06-11 14:13:18.179000+00:00,3,1295
364,True,2024-06-11 15:55:50.123000+00:00,2024-06-11 15:55:50.129000+00:00,301,1274
321,True,2024-06-11 14:13:32.750000+00:00,2024-06-11 14:13:32.755000+00:00,3,1372
353,True,2024-06-11 15:07:05.343000+00:00,2024-06-11 15:07:05.348000+00:00,290,918
338,True,2024-06-11 14:56:28.030000+00:00,2024-06-11 14:56:28.034000+00:00,328,1407
339,True,2024-06-11 14:57:36.102000+00:00,2024-06-11 14:57:36.108000+00:00,325,1408
354,True,2024-06-11 15:09:03.849000+00:00,2024-06-11 15:09:03.854000+00:00,193,1274
341,True,2024-06-11 14:59:21.285000+00:00,2024-06-11 14:59:21.291000+00:00,243,1041
342,True,2024-06-11 14:59:22.814000+00:00,2024-06-11 14:59:22.818000+00:00,243,960
343,True,2024-06-11 14:59:28.076000+00:00,2024-06-11 14:59:28.081000+00:00,243,208
355,True,2024-06-11 15:09:31.904000+00:00,2024-06-11 15:09:31.908000+00:00,324,1415
344,True,2024-06-11 14:59:29.987000+00:00,2024-06-11 14:59:29.992000+00:00,243,62
345,True,2024-06-11 15:00:08.701000+00:00,2024-06-11 15:00:08.705000+00:00,292,1327
346,True,2024-06-11 15:00:32.585471+00:00,2024-06-11 15:00:32.585471+00:00,379,842
347,True,2024-06-11 15:00:40.951053+00:00,2024-06-11 15:00:40.951053+00:00,333,1408
365,True,2024-06-11 15:55:58.052000+00:00,2024-06-11 15:55:58.089000+00:00,301,1239
348,True,2024-06-11 15:01:03.348000+00:00,2024-06-11 15:01:03.354000+00:00,299,1411
356,True,2024-06-11 15:10:02.783000+00:00,2024-06-11 15:10:02.788000+00:00,324,1297
349,True,2024-06-11 15:01:41.494000+00:00,2024-06-11 15:01:41.498000+00:00,299,1387
357,True,2024-06-11 15:10:23.910000+00:00,2024-06-11 15:10:23.915000+00:00,193,1239
379,True,2024-06-11 16:40:57.451322+00:00,2024-06-11 16:40:57.451322+00:00,373,1077
358,True,2024-06-11 15:11:15.181000+00:00,2024-06-11 15:11:15.187000+00:00,193,1226
366,True,2024-06-11 15:56:05.269000+00:00,2024-06-11 15:56:05.274000+00:00,301,1226
359,True,2024-06-11 15:15:50.070000+00:00,2024-06-11 15:15:50.074000+00:00,184,302
360,True,2024-06-11 15:15:52.899000+00:00,2024-06-11 15:15:52.904000+00:00,184,129
373,True,2024-06-11 16:19:54.785000+00:00,2024-06-11 16:19:54.791000+00:00,301,1245
361,True,2024-06-11 15:17:02.702000+00:00,2024-06-11 15:17:02.713000+00:00,299,1378
367,True,2024-06-11 15:56:27.637000+00:00,2024-06-11 15:56:27.642000+00:00,301,1246
362,True,2024-06-11 15:29:10.820000+00:00,2024-06-11 15:29:10.825000+00:00,193,1246
368,True,2024-06-11 15:59:46.624000+00:00,2024-06-11 15:59:46.630000+00:00,193,1019
369,True,2024-06-11 16:01:00.205741+00:00,2024-06-11 16:01:00.205741+00:00,391,1420
380,True,2024-06-11 16:40:58.696352+00:00,2024-06-11 16:40:58.696352+00:00,29,1409
370,True,2024-06-11 16:16:32.425000+00:00,2024-06-11 16:16:32.430000+00:00,301,1252
374,True,2024-06-11 16:29:21.705000+00:00,2024-06-11 16:29:21.710000+00:00,298,1288
371,True,2024-06-11 16:16:33.114000+00:00,2024-06-11 16:16:33.121000+00:00,193,22
381,True,2024-06-11 16:40:59.182437+00:00,2024-06-11 16:40:59.182437+00:00,379,1252
375,True,2024-06-11 16:29:40.334000+00:00,2024-06-11 16:29:40.345000+00:00,298,1351
382,True,2024-06-11 16:40:59.414354+00:00,2024-06-11 16:40:59.414354+00:00,29,1402
376,True,2024-06-11 16:36:04.407000+00:00,2024-06-11 16:36:04.414000+00:00,373,1243
377,True,2024-06-11 16:40:55.363807+00:00,2024-06-11 16:40:55.363807+00:00,363,1406
384,True,2024-06-11 16:44:47.089000+00:00,2024-06-11 16:44:47.094000+00:00,6,1407
383,True,2024-06-11 16:44:42.043000+00:00,2024-06-11 16:44:42.048000+00:00,6,1423
385,True,2024-06-11 16:45:05.823000+00:00,2024-06-11 16:45:05.835000+00:00,6,1109
386,True,2024-06-11 16:45:18.143000+00:00,2024-06-11 16:45:18.148000+00:00,6,1274
387,True,2024-06-11 16:49:29.747000+00:00,2024-06-11 16:49:29.752000+00:00,302,1169
388,True,2024-06-11 16:49:33.073000+00:00,2024-06-11 16:49:33.078000+00:00,302,1292
389,True,2024-06-11 16:51:19.042000+00:00,2024-06-11 16:51:19.048000+00:00,95,1436
390,True,2024-06-11 16:53:21.635000+00:00,2024-06-11 16:53:21.643000+00:00,95,1005
391,True,2024-06-11 16:53:23.866000+00:00,2024-06-11 16:53:23.870000+00:00,95,958
392,True,2024-06-11 16:59:08.486000+00:00,2024-06-11 16:59:08.490000+00:00,229,1351
395,True,2024-06-11 17:00:52.769185+00:00,2024-06-11 17:00:52.769185+00:00,354,753
393,True,2024-06-11 16:59:14.189000+00:00,2024-06-11 16:59:14.194000+00:00,229,1359
394,True,2024-06-11 17:00:40.754000+00:00,2024-06-11 17:00:40.758000+00:00,338,1399
396,True,2024-06-11 17:00:53.519916+00:00,2024-06-11 17:00:53.519916+00:00,354,1279
397,True,2024-06-11 17:01:01.712547+00:00,2024-06-11 17:01:01.712547+00:00,363,842
398,True,2024-06-11 17:01:02.280983+00:00,2024-06-11 17:01:02.280983+00:00,363,1400
399,True,2024-06-11 17:01:04.154860+00:00,2024-06-11 17:01:04.154860+00:00,373,1373
400,True,2024-06-11 17:01:05.314950+00:00,2024-06-11 17:01:05.314950+00:00,379,1109
401,True,2024-06-11 17:01:05.592017+00:00,2024-06-11 17:01:05.592017+00:00,347,1409
402,True,2024-06-11 17:01:15.325229+00:00,2024-06-11 17:01:15.325229+00:00,338,1060
403,True,2024-06-11 17:01:16.231877+00:00,2024-06-11 17:01:16.231877+00:00,359,1442
404,True,2024-06-11 17:01:17.996013+00:00,2024-06-11 17:01:17.996013+00:00,398,215
405,True,2024-06-11 17:01:18.553007+00:00,2024-06-11 17:01:18.553007+00:00,398,282
406,True,2024-06-11 17:01:19.332429+00:00,2024-06-11 17:01:19.332429+00:00,398,1058
407,True,2024-06-11 17:01:19.886864+00:00,2024-06-11 17:01:19.886864+00:00,344,106
408,True,2024-06-11 17:01:20.418816+00:00,2024-06-11 17:01:20.418816+00:00,344,232
409,True,2024-06-11 17:01:20.968429+00:00,2024-06-11 17:01:20.968429+00:00,344,720
410,True,2024-06-11 17:02:03.118000+00:00,2024-06-11 17:02:03.123000+00:00,302,1440
490,True,2024-06-11 19:41:42.488660+00:00,2024-06-11 19:41:42.488660+00:00,357,1162
411,True,2024-06-11 17:02:05.218000+00:00,2024-06-11 17:02:05.222000+00:00,302,1439
460,True,2024-06-11 17:52:04.423000+00:00,2024-06-11 17:52:04.431000+00:00,165,1169
412,True,2024-06-11 17:02:20.129000+00:00,2024-06-11 17:02:20.133000+00:00,302,1429
413,True,2024-06-11 17:02:23.653000+00:00,2024-06-11 17:02:23.657000+00:00,302,1424
491,True,2024-06-11 19:41:42.992033+00:00,2024-06-11 19:41:42.992033+00:00,357,748
414,True,2024-06-11 17:02:24.954000+00:00,2024-06-11 17:02:24.959000+00:00,302,1390
461,True,2024-06-11 17:53:14.791000+00:00,2024-06-11 17:53:14.797000+00:00,248,1097
415,True,2024-06-11 17:02:28.346000+00:00,2024-06-11 17:02:28.351000+00:00,302,1384
416,True,2024-06-11 17:02:32.219000+00:00,2024-06-11 17:02:32.224000+00:00,302,1383
492,True,2024-06-11 19:41:43.541469+00:00,2024-06-11 19:41:43.541469+00:00,357,109
417,True,2024-06-11 17:02:33.096000+00:00,2024-06-11 17:02:33.101000+00:00,302,1382
462,True,2024-06-11 17:55:29.664000+00:00,2024-06-11 17:55:29.669000+00:00,320,285
418,True,2024-06-11 17:17:39.262000+00:00,2024-06-11 17:17:39.266000+00:00,6,1422
419,True,2024-06-11 17:20:57.486091+00:00,2024-06-11 17:20:57.486091+00:00,354,919
420,True,2024-06-11 17:21:08.524469+00:00,2024-06-11 17:21:08.524469+00:00,363,1399
421,True,2024-06-11 17:21:09.867612+00:00,2024-06-11 17:21:09.867612+00:00,347,1069
422,True,2024-06-11 17:21:23.234556+00:00,2024-06-11 17:21:23.234556+00:00,338,1398
423,True,2024-06-11 17:21:24.582972+00:00,2024-06-11 17:21:24.582972+00:00,359,1443
424,True,2024-06-11 17:21:27.752250+00:00,2024-06-11 17:21:27.752250+00:00,344,1271
425,True,2024-06-11 17:21:28.302264+00:00,2024-06-11 17:21:28.302264+00:00,344,1332
426,True,2024-06-11 17:33:08.352000+00:00,2024-06-11 17:33:08.361000+00:00,165,1194
493,True,2024-06-11 19:41:44.072129+00:00,2024-06-11 19:41:44.072129+00:00,357,182
427,True,2024-06-11 17:33:45.141000+00:00,2024-06-11 17:33:45.145000+00:00,236,1274
463,True,2024-06-11 17:57:25.886000+00:00,2024-06-11 17:57:25.891000+00:00,297,1199
428,True,2024-06-11 17:33:48.119000+00:00,2024-06-11 17:33:48.123000+00:00,236,1239
429,True,2024-06-11 17:33:50.262000+00:00,2024-06-11 17:33:50.267000+00:00,236,1372
494,True,2024-06-11 19:42:09.359129+00:00,2024-06-11 19:42:09.359129+00:00,359,1432
430,True,2024-06-11 17:33:52.242000+00:00,2024-06-11 17:33:52.248000+00:00,236,1288
464,True,2024-06-11 17:59:15.612000+00:00,2024-06-11 17:59:15.619000+00:00,292,1199
431,True,2024-06-11 17:33:54.827000+00:00,2024-06-11 17:33:54.832000+00:00,236,1295
465,True,2024-06-11 18:01:07.485777+00:00,2024-06-11 18:01:07.485777+00:00,332,1439
432,True,2024-06-11 17:33:56.688000+00:00,2024-06-11 17:33:56.694000+00:00,236,1294
466,True,2024-06-11 18:01:37.707205+00:00,2024-06-11 18:01:37.707205+00:00,338,1211
433,True,2024-06-11 17:33:58.999000+00:00,2024-06-11 17:33:59.004000+00:00,236,1367
467,True,2024-06-11 18:01:38.606463+00:00,2024-06-11 18:01:38.606463+00:00,359,1438
434,True,2024-06-11 17:34:00.594000+00:00,2024-06-11 17:34:00.599000+00:00,236,1275
468,True,2024-06-11 18:01:41.323381+00:00,2024-06-11 18:01:41.323381+00:00,344,1461
435,True,2024-06-11 17:34:03.147000+00:00,2024-06-11 17:34:03.152000+00:00,236,1341
436,True,2024-06-11 17:34:05.073000+00:00,2024-06-11 17:34:05.078000+00:00,236,1345
437,True,2024-06-11 17:34:07.419000+00:00,2024-06-11 17:34:07.423000+00:00,236,1350
469,True,2024-06-11 18:07:12.261000+00:00,2024-06-11 18:07:12.267000+00:00,301,1004
438,True,2024-06-11 17:34:18.226000+00:00,2024-06-11 17:34:18.233000+00:00,236,1252
439,True,2024-06-11 17:34:33.533000+00:00,2024-06-11 17:34:33.538000+00:00,236,932
509,True,2024-06-11 20:15:04.077000+00:00,2024-06-11 20:15:04.087000+00:00,91,1436
440,True,2024-06-11 17:34:37.087000+00:00,2024-06-11 17:34:37.091000+00:00,236,668
470,True,2024-06-11 18:13:21.856000+00:00,2024-06-11 18:13:21.861000+00:00,293,1466
441,True,2024-06-11 17:38:04.447000+00:00,2024-06-11 17:38:04.452000+00:00,236,1245
442,True,2024-06-11 17:38:09.248000+00:00,2024-06-11 17:38:09.252000+00:00,236,1265
495,True,2024-06-11 19:45:41.407000+00:00,2024-06-11 19:45:41.422000+00:00,91,1269
443,True,2024-06-11 17:38:13.724000+00:00,2024-06-11 17:38:13.731000+00:00,236,1317
444,True,2024-06-11 17:41:01.919639+00:00,2024-06-11 17:41:01.919639+00:00,332,682
445,True,2024-06-11 17:41:02.456750+00:00,2024-06-11 17:41:02.456750+00:00,332,693
446,True,2024-06-11 17:41:03.010690+00:00,2024-06-11 17:41:03.010690+00:00,332,1450
447,True,2024-06-11 17:41:13.571425+00:00,2024-06-11 17:41:13.571425+00:00,363,1397
448,True,2024-06-11 17:41:14.473684+00:00,2024-06-11 17:41:14.473684+00:00,347,1294
449,True,2024-06-11 17:41:15.759605+00:00,2024-06-11 17:41:15.759605+00:00,373,1301
450,True,2024-06-11 17:41:30.336711+00:00,2024-06-11 17:41:30.336711+00:00,338,1395
451,True,2024-06-11 17:41:31.921006+00:00,2024-06-11 17:41:31.921006+00:00,359,1441
452,True,2024-06-11 17:41:34.279299+00:00,2024-06-11 17:41:34.279299+00:00,344,1088
453,True,2024-06-11 17:41:35.216692+00:00,2024-06-11 17:41:35.216692+00:00,344,343
471,True,2024-06-11 18:13:25.801000+00:00,2024-06-11 18:13:25.806000+00:00,293,1381
454,True,2024-06-11 17:42:34.375000+00:00,2024-06-11 17:42:34.381000+00:00,99,1361
455,True,2024-06-11 17:42:36.217000+00:00,2024-06-11 17:42:36.225000+00:00,99,1317
456,True,2024-06-11 17:42:40.951000+00:00,2024-06-11 17:42:40.957000+00:00,99,1250
472,True,2024-06-11 18:13:32.654000+00:00,2024-06-11 18:13:32.658000+00:00,293,1380
457,True,2024-06-11 17:50:49.698000+00:00,2024-06-11 17:50:49.703000+00:00,95,1461
473,True,2024-06-11 18:21:11.534707+00:00,2024-06-11 18:21:11.534707+00:00,332,1384
458,True,2024-06-11 17:50:52.682000+00:00,2024-06-11 17:50:52.691000+00:00,95,1449
474,True,2024-06-11 18:21:45.302802+00:00,2024-06-11 18:21:45.302802+00:00,359,1437
459,True,2024-06-11 17:51:47.004000+00:00,2024-06-11 17:51:47.010000+00:00,311,169
505,True,2024-06-11 20:12:00.714000+00:00,2024-06-11 20:12:00.724000+00:00,91,1439
475,True,2024-06-11 18:24:32.758000+00:00,2024-06-11 18:24:32.771000+00:00,236,1269
496,True,2024-06-11 20:01:26.230000+00:00,2024-06-11 20:01:26.241000+00:00,91,1411
476,True,2024-06-11 18:35:44.720000+00:00,2024-06-11 18:35:44.738000+00:00,302,1462
477,True,2024-06-11 18:41:16.021846+00:00,2024-06-11 18:41:16.021846+00:00,332,508
478,True,2024-06-11 18:41:27.391851+00:00,2024-06-11 18:41:27.391851+00:00,347,26
479,True,2024-06-11 18:41:51.255254+00:00,2024-06-11 18:41:51.255254+00:00,359,1435
480,True,2024-06-11 19:01:29.560580+00:00,2024-06-11 19:01:29.560580+00:00,373,1276
481,True,2024-06-11 19:01:57.020770+00:00,2024-06-11 19:01:57.020770+00:00,359,1434
497,True,2024-06-11 20:01:32.096453+00:00,2024-06-11 20:01:32.096453+00:00,362,1082
482,True,2024-06-11 19:06:36.622000+00:00,2024-06-11 19:06:36.628000+00:00,3,1248
498,True,2024-06-11 20:01:40.704371+00:00,2024-06-11 20:01:40.704371+00:00,363,1396
483,True,2024-06-11 19:06:53.690000+00:00,2024-06-11 19:06:53.696000+00:00,3,1391
484,True,2024-06-11 19:07:19.443000+00:00,2024-06-11 19:07:19.450000+00:00,3,799
485,True,2024-06-11 19:20:48.943000+00:00,2024-06-11 19:20:48.956000+00:00,293,1467
486,True,2024-06-11 19:21:33.308025+00:00,2024-06-11 19:21:33.308025+00:00,373,781
487,True,2024-06-11 19:22:03.691068+00:00,2024-06-11 19:22:03.691068+00:00,359,1433
499,True,2024-06-11 20:02:04.752000+00:00,2024-06-11 20:02:04.759000+00:00,91,1372
488,True,2024-06-11 19:28:01.538000+00:00,2024-06-11 19:28:01.543000+00:00,91,1252
489,True,2024-06-11 19:41:27.141877+00:00,2024-06-11 19:41:27.141877+00:00,362,800
500,True,2024-06-11 20:02:15.370709+00:00,2024-06-11 20:02:15.370709+00:00,359,1430
510,True,2024-06-11 20:21:46.418349+00:00,2024-06-11 20:21:46.418349+00:00,363,1393
501,True,2024-06-11 20:04:08.865000+00:00,2024-06-11 20:04:08.883000+00:00,91,1359
506,True,2024-06-11 20:12:07.667000+00:00,2024-06-11 20:12:07.674000+00:00,91,1384
502,True,2024-06-11 20:05:07.278000+00:00,2024-06-11 20:05:07.284000+00:00,301,1453
503,True,2024-06-11 20:05:19.650000+00:00,2024-06-11 20:05:19.658000+00:00,91,1408
511,True,2024-06-11 20:21:48.626940+00:00,2024-06-11 20:21:48.626940+00:00,373,1469
504,True,2024-06-11 20:08:11.596000+00:00,2024-06-11 20:08:11.613000+00:00,91,1409
507,True,2024-06-11 20:12:30.255000+00:00,2024-06-11 20:12:30.265000+00:00,91,1461
512,True,2024-06-11 20:22:21.765095+00:00,2024-06-11 20:22:21.765095+00:00,359,1428
508,True,2024-06-11 20:14:52.649000+00:00,2024-06-11 20:14:52.654000+00:00,91,1423
513,True,2024-06-11 20:25:30.329000+00:00,2024-06-11 20:25:30.340000+00:00,5,1306
516,True,2024-06-11 20:41:42.526952+00:00,2024-06-11 20:41:42.526952+00:00,354,1470
514,True,2024-06-11 20:25:30.806000+00:00,2024-06-11 20:25:30.814000+00:00,301,824
515,True,2024-06-11 20:37:39.480000+00:00,2024-06-11 20:37:39.491000+00:00,5,1372
517,True,2024-06-11 20:41:52.042915+00:00,2024-06-11 20:41:52.042915+00:00,363,1392
518,True,2024-06-11 20:42:27.828879+00:00,2024-06-11 20:42:27.828879+00:00,359,1427
519,True,2024-06-11 20:44:37.707000+00:00,2024-06-11 20:44:37.720000+00:00,118,1463
520,True,2024-06-11 20:44:59.970000+00:00,2024-06-11 20:44:59.977000+00:00,118,477
521,True,2024-06-11 20:45:36.888000+00:00,2024-06-11 20:45:36.896000+00:00,301,1385
522,True,2024-06-11 20:45:52.755000+00:00,2024-06-11 20:45:52.759000+00:00,292,1187
523,True,2024-06-11 20:46:49.668000+00:00,2024-06-11 20:46:49.673000+00:00,311,1463
524,True,2024-06-11 20:49:15.165000+00:00,2024-06-11 20:49:15.169000+00:00,329,468
525,True,2024-06-11 20:52:32.184000+00:00,2024-06-11 20:52:32.190000+00:00,140,991
526,True,2024-06-11 20:54:18.992000+00:00,2024-06-11 20:54:18.998000+00:00,362,1403
527,True,2024-06-11 20:56:34.495000+00:00,2024-06-11 20:56:34.501000+00:00,303,1403
528,True,2024-06-11 20:58:45.642000+00:00,2024-06-11 20:58:45.649000+00:00,332,278
587,True,2024-06-12 13:17:12.665000+00:00,2024-06-12 13:17:12.672000+00:00,236,1487
529,True,2024-06-11 21:00:42.330000+00:00,2024-06-11 21:00:42.337000+00:00,328,762
530,True,2024-06-11 21:01:45.959141+00:00,2024-06-11 21:01:45.959141+00:00,362,1450
531,True,2024-06-11 21:01:49.002055+00:00,2024-06-11 21:01:49.002055+00:00,332,205
532,True,2024-06-11 21:02:33.653043+00:00,2024-06-11 21:02:33.653043+00:00,359,1425
588,True,2024-06-12 13:20:08.038209+00:00,2024-06-12 13:20:08.038209+00:00,363,1493
533,True,2024-06-11 21:04:39.041000+00:00,2024-06-11 21:04:39.048000+00:00,302,1444
589,True,2024-06-12 13:20:08.173794+00:00,2024-06-12 13:20:08.173794+00:00,362,1384
534,True,2024-06-11 21:06:22.093000+00:00,2024-06-11 21:06:22.102000+00:00,344,1455
590,True,2024-06-12 13:20:08.933098+00:00,2024-06-12 13:20:08.933098+00:00,382,1149
535,True,2024-06-11 21:09:22.657000+00:00,2024-06-11 21:09:22.664000+00:00,5,1408
591,True,2024-06-12 13:20:09.443542+00:00,2024-06-12 13:20:09.443542+00:00,398,1489
536,True,2024-06-11 21:09:34.158000+00:00,2024-06-11 21:09:34.165000+00:00,359,1405
592,True,2024-06-12 13:20:10.344366+00:00,2024-06-12 13:20:10.344366+00:00,344,1442
537,True,2024-06-11 21:13:48.750000+00:00,2024-06-11 21:13:48.754000+00:00,261,1182
538,True,2024-06-11 21:13:51.238000+00:00,2024-06-11 21:13:51.243000+00:00,261,917
612,True,2024-06-12 13:40:13.666002+00:00,2024-06-12 13:40:13.666002+00:00,362,508
539,True,2024-06-11 21:14:34.370000+00:00,2024-06-11 21:14:34.378000+00:00,23,817
593,True,2024-06-12 13:28:28.453000+00:00,2024-06-12 13:28:28.461000+00:00,328,1483
540,True,2024-06-11 21:17:51.903000+00:00,2024-06-11 21:17:51.907000+00:00,5,1359
541,True,2024-06-11 21:18:03.676000+00:00,2024-06-11 21:18:03.683000+00:00,5,1461
613,True,2024-06-12 13:40:13.972013+00:00,2024-06-12 13:40:13.972013+00:00,363,1504
542,True,2024-06-11 21:18:18.120000+00:00,2024-06-11 21:18:18.125000+00:00,5,1384
1237,True,2024-06-13 20:25:55.161000+00:00,2024-06-13 20:25:55.168000+00:00,193,1199
594,True,2024-06-12 13:28:30.200000+00:00,2024-06-12 13:28:30.208000+00:00,328,1475
614,True,2024-06-12 13:40:15.172745+00:00,2024-06-12 13:40:15.172745+00:00,398,1487
544,True,2024-06-11 21:19:16.868000+00:00,2024-06-11 21:19:16.873000+00:00,5,1387
545,True,2024-06-11 21:19:56.043000+00:00,2024-06-11 21:19:56.048000+00:00,5,1442
546,True,2024-06-11 21:21:41.501000+00:00,2024-06-11 21:21:41.511000+00:00,5,1440
547,True,2024-06-11 21:21:52.265452+00:00,2024-06-11 21:21:52.265452+00:00,362,1439
548,True,2024-06-11 21:21:53.823309+00:00,2024-06-11 21:21:53.823309+00:00,354,1473
549,True,2024-06-11 21:21:55.158073+00:00,2024-06-11 21:21:55.158073+00:00,332,1477
550,True,2024-06-11 21:22:01.185276+00:00,2024-06-11 21:22:01.185276+00:00,363,1353
615,True,2024-06-12 13:40:16.331027+00:00,2024-06-12 13:40:16.331027+00:00,344,1441
551,True,2024-06-11 21:22:07.057000+00:00,2024-06-11 21:22:07.065000+00:00,5,1390
552,True,2024-06-11 21:42:06.528520+00:00,2024-06-11 21:42:06.528520+00:00,363,1352
553,True,2024-06-11 21:42:10.555101+00:00,2024-06-11 21:42:10.555101+00:00,334,101
554,True,2024-06-11 21:42:11.103169+00:00,2024-06-11 21:42:11.103169+00:00,382,308
555,True,2024-06-11 21:42:11.649148+00:00,2024-06-11 21:42:11.649148+00:00,382,52
556,True,2024-06-11 21:42:12.187952+00:00,2024-06-11 21:42:12.187952+00:00,382,439
557,True,2024-06-11 21:42:12.721655+00:00,2024-06-11 21:42:12.721655+00:00,382,726
558,True,2024-06-11 21:42:13.275501+00:00,2024-06-11 21:42:13.275501+00:00,382,163
559,True,2024-06-11 22:02:10.905218+00:00,2024-06-11 22:02:10.905218+00:00,363,1351
560,True,2024-06-11 22:02:13.551245+00:00,2024-06-11 22:02:13.551245+00:00,384,840
561,True,2024-06-11 22:02:14.115363+00:00,2024-06-11 22:02:14.115363+00:00,384,67
562,True,2024-06-11 22:02:14.657784+00:00,2024-06-11 22:02:14.657784+00:00,384,383
563,True,2024-06-11 22:17:28.048000+00:00,2024-06-11 22:17:28.052000+00:00,150,1479
564,True,2024-06-11 22:19:06.834000+00:00,2024-06-11 22:19:06.840000+00:00,67,1115
565,True,2024-06-11 22:20:13.865000+00:00,2024-06-11 22:20:13.870000+00:00,324,1423
597,True,2024-06-12 13:30:13.132000+00:00,2024-06-12 13:30:13.136000+00:00,328,1503
566,True,2024-06-11 22:21:39.376000+00:00,2024-06-11 22:21:39.382000+00:00,382,1423
567,True,2024-06-11 22:22:21.943109+00:00,2024-06-11 22:22:21.943109+00:00,382,1341
568,True,2024-06-11 22:28:26.213000+00:00,2024-06-11 22:28:26.221000+00:00,193,532
569,True,2024-06-11 22:30:08.746000+00:00,2024-06-11 22:30:08.750000+00:00,227,1384
570,True,2024-06-11 22:40:17.881545+00:00,2024-06-11 22:40:17.881545+00:00,398,1398
571,True,2024-06-11 22:40:19.254069+00:00,2024-06-11 22:40:19.254069+00:00,344,1443
572,True,2024-06-11 22:42:13.736898+00:00,2024-06-11 22:42:13.736898+00:00,34,212
573,True,2024-06-11 22:42:31.118928+00:00,2024-06-11 22:42:31.118928+00:00,363,1350
